Player,Champion,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost,Team
Cuzz,Sejuani,JUNGLE,13,2,0,17,Perfect KDA,134,119.0,,5.9,9286,408,17.8%,43.0,9.0,9.0,5.0,5,1.89,0.4,0.22,0.4,24.7%,11017,5775,4262,980,485,16.1%,0.84,82.6%,,0.0,0.0,0.0,0.0,1148.0,17.0,628.0,1.0,0,939.0,939,13271.0,2514,24691.0,0,26.0,248,20095.0,0,6,19,0,0,KT
Bdd,Taliyah,MID,15,9,1,8,17,220,14.0,,9.7,12783,562,24.4%,20.0,12.0,1.0,4.0,4,0.88,0.53,0.18,0.04,11.5%,21701,1223,19971,507,955,31.8%,0.75,73.9%,,2.0,0.0,0.0,0.0,672.0,-2.0,-8.0,0.0,0,4415.0,4415,834.0,0,4677.0,0,22.0,414,8028.0,21,7,20,0,0,KT
Aiming,Jinx,ADC,13,6,2,6,6,228,20.0,,10.0,12139,534,23.2%,26.0,10.0,4.0,3.0,3,1.14,0.44,0.13,0.18,14.9%,18367,15846,412,2109,808,26.9%,0.53,52.2%,,0.0,1.0,0.0,0.0,1392.0,25.0,1468.0,1.0,1,10899.0,10899,2329.0,0,6257.0,0,14.0,110,11442.0,65,5,18,0,200,KT
Lehends,Renata Glasc,SUPPORT,11,1,1,15,16,29,0.0,,1.3,6929,305,13.2%,60.0,35.0,5.0,8.0,8,2.64,1.54,0.35,0.22,34.5%,3134,807,2215,112,138,4.6%,0.7,69.6%,,0.0,0.0,0.0,0.0,464.0,-6.0,588.0,1.0,0,1728.0,1728,510.0,149,5653.0,2065,14.0,182,5336.0,30,10,21,0,0,KT
Rascal,Ornn,TOP,13,0,4,3,0.8,163,0.0,,6.3,7674,298,19.9%,21.0,6.0,4.0,3.0,3,0.82,0.23,0.12,0.16,10.9%,9580,3377,6203,0,372,23%,0.12,75%,,0.0,0.0,0.0,0.0,-1486.0,-25.0,-429.0,-1.0,0,1831.0,1831,2509.0,762,23256.0,0,19.0,295,21095.0,139,4,22,0,0,DRX
Juhan,Kindred,JUNGLE,12,4,7,0,0.6,146,134.0,,5.7,9012,350,23.4%,39.0,10.0,10.0,11.0,9,1.52,0.39,0.43,0.39,20.2%,10577,7876,2009,692,411,25.4%,0.16,100%,,1.0,0.0,0.0,0.0,965.0,14.0,581.0,0.0,0,229.0,229,13032.0,5272,17008.0,0,5.0,206,24361.0,161,12,28,250,150,DRX
Paduck,Aphelios,ADC,12,0,2,1,0.5,227,3.0,,8.8,9009,350,23.4%,23.0,10.0,4.0,2.0,2,0.89,0.39,0.08,0.16,11.9%,9143,7833,1050,260,355,21.9%,0.04,25%,,0.0,0.0,0.0,0.0,-1041.0,-14.0,-1117.0,-1.0,0,330.0,330,717.0,0,6196.0,0,16.0,108,5654.0,64,3,19,0,0,DRX
BeryL,Lulu,SUPPORT,11,0,1,2,2,42,0.0,,1.6,5435,211,14.1%,67.0,34.0,9.0,12.0,10,2.6,1.32,0.47,0.35,34.7%,2504,269,2235,0,97,6%,0.08,50%,,0.0,0.0,0.0,0.0,126.0,3.0,623.0,1.0,0,0.0,0,1478.0,526,5474.0,2470,17.0,162,8988.0,34,16,29,0,0,DRX
Kiin,Renekton,TOP,16,5,1,6,11,222,4.0,,8.6,12551,488,24.4%,23.0,10.0,3.0,5.0,5,0.89,0.39,0.19,0.12,12.3%,12450,11206,1244,0,484,21.9%,0.43,68.8%,,0.0,0.0,0.0,0.0,1486.0,25.0,429.0,1.0,0,8336.0,8336,8622.0,0,17230.0,0,14.0,39,23495.0,14,6,26,0,0,KT
Cuzz,Sejuani,JUNGLE,14,2,1,14,16,153,136.0,,5.9,9603,373,18.7%,50.0,12.0,16.0,10.0,10,1.94,0.47,0.39,0.62,26.7%,10031,5209,3827,995,390,17.6%,0.62,100%,,0.0,0.0,0.0,0.0,-965.0,-14.0,-581.0,0.0,0,301.0,301,13898.0,3176,31393.0,0,25.0,303,21519.0,21,11,27,150,0,KT
Bdd,Taliyah,MID,14,4,1,8,12,184,0.0,,7.2,9650,375,18.8%,27.0,17.0,3.0,7.0,7,1.05,0.66,0.27,0.12,14.4%,17172,813,16276,83,667,30.2%,0.47,75%,,1.0,0.0,0.0,0.0,507.0,-4.0,-322.0,-1.0,0,1234.0,1234,551.0,0,3077.0,0,32.0,485,6855.0,14,9,20,0,0,KT
Aiming,Jinx,ADC,14,4,1,5,9,275,16.0,,10.7,13215,514,25.7%,23.0,9.0,8.0,3.0,3,0.89,0.35,0.12,0.31,12.3%,14194,13512,606,76,552,24.9%,0.35,56.3%,,0.0,0.0,0.0,0.0,1041.0,14.0,1117.0,1.0,0,13623.0,13623,1628.0,0,3742.0,0,13.0,55,6670.0,39,3,25,0,250,KT
Lehends,Nautilus,SUPPORT,12,1,0,8,Perfect KDA,30,1.0,,1.2,6387,248,12.4%,64.0,37.0,4.0,11.0,10,2.49,1.44,0.43,0.16,34.2%,3071,561,2307,203,119,5.4%,0.35,56.3%,,0.0,0.0,0.0,0.0,-126.0,-3.0,-623.0,-1.0,0,702.0,702,567.0,0,10827.0,0,23.0,216,5267.0,0,14,25,0,0,KT
DnDn,Poppy,TOP,14,0,4,0,0,211,0.0,,7.5,8667,308,19.5%,25.0,14.0,4.0,7.0,6,0.89,0.5,0.25,0.14,12.5%,8305,5471,2834,0,295,30.9%,0.0,0%,,0.0,0.0,0.0,0.0,620.0,14.0,493.0,0.0,0,822.0,822,906.0,0,35616.0,0,17.0,481,20277.0,122,9,25,0,50,NS
Sylvie,Sejuani,JUNGLE,13,3,0,1,Perfect KDA,154,129.0,,5.5,8877,315,19.9%,43.0,13.0,14.0,14.0,12,1.53,0.46,0.5,0.5,21.5%,4654,2620,1871,163,165,17.3%,0.14,80%,,0.0,0.0,0.0,0.0,-122.0,-18.0,-590.0,-1.0,0,0.0,0,11822.0,1382,36850.0,0,12.0,334,21605.0,0,15,29,50,0,NS
Quad,Azir,MID,15,1,3,4,1.7,239,4.0,,8.5,9956,354,22.4%,28.0,16.0,7.0,8.0,7,0.99,0.57,0.28,0.25,14%,8287,224,8063,0,294,30.8%,0.18,100%,1.0,0.0,0.0,0.0,0.0,-473.0,-15.0,-331.0,-1.0,0,0.0,0,746.0,0,11190.0,0,7.0,174,16367.0,70,10,38,0,0,NS
Peter,Milio,SUPPORT,11,0,0,2,Perfect KDA,35,0.0,,1.2,5649,201,12.7%,74.0,46.0,9.0,13.0,12,2.63,1.63,0.46,0.32,37%,246,38,208,0,9,0.9%,0.07,40%,,0.0,0.0,0.0,0.0,298.0,21.0,-984.0,-1.0,0,342.0,342,4312.0,2952,2760.0,3709,2.0,26,5699.0,0,15,27,0,0,NS
Doran,Gnar,TOP,16,0,2,4,2,224,12.0,,8.0,10152,361,18.1%,27.0,12.0,4.0,8.0,7,0.96,0.43,0.28,0.14,10.3%,12077,9439,2398,240,429,21%,0.14,40%,,0.0,0.0,0.0,0.0,-620.0,-14.0,-493.0,0.0,0,622.0,622,2738.0,0,14665.0,0,22.0,455,15290.0,70,10,29,0,0,GEN
Peanut,Kha'Zix,JUNGLE,15,3,1,2,5,223,189.0,,7.9,11328,402,20.2%,108.0,36.0,32.0,2.0,2,3.84,1.28,0.07,1.14,41.2%,5722,4612,377,733,203,9.9%,0.18,50%,,0.0,0.0,0.0,0.0,122.0,18.0,590.0,1.0,0,662.0,662,14409.0,0,20141.0,0,3.0,289,22640.0,27,3,13,50,0,GEN
Chovy,Annie,MID,16,2,0,5,Perfect KDA,272,8.0,,9.7,12640,449,22.5%,33.0,8.0,11.0,3.0,3,1.17,0.28,0.11,0.39,12.6%,11899,774,11125,0,423,20.7%,0.25,70%,,0.0,0.0,0.0,0.0,473.0,15.0,331.0,1.0,0,5416.0,5416,848.0,0,11273.0,1378,18.0,344,8474.0,0,5,24,50,0,GEN
Peyz,Aphelios,ADC,15,5,1,3,8,334,24.0,,11.9,14646,520,26.1%,50.0,12.0,13.0,4.0,4,1.78,0.43,0.14,0.46,19.1%,23554,22396,941,217,837,40.9%,0.28,80%,,0.0,0.0,0.0,0.0,-221.0,29.0,457.0,1.0,0,17877.0,17877,2202.0,0,19180.0,0,4.0,235,6685.0,27,5,21,0,50,GEN
Delight,Yuumi,SUPPORT,13,0,1,8,8,6,0.0,,0.2,7294,259,13%,44.0,23.0,2.0,6.0,5,1.56,0.82,0.21,0.07,16.8%,4323,73,4250,0,154,7.5%,0.28,80%,,0.0,0.0,0.0,0.0,-298.0,-21.0,984.0,1.0,0,1547.0,1547,2706.0,2718,1379.0,5507,9.0,92,1399.0,27,8,25,0,0,GEN
DnDn,K'Sante,TOP,15,0,2,2,1,230,0.0,,8.1,9485,332,21.1%,24.0,17.0,0.0,9.0,7,0.84,0.6,0.32,0.0,10%,7487,6576,640,271,262,19.2%,0.07,66.7%,,0.0,0.0,0.0,0.0,-1638.0,-12.0,-973.0,-1.0,0,0.0,0,3246.0,0,25839.0,37,20.0,3062,19497.0,30,11,31,0,0,NS
Sylvie,Wukong,JUNGLE,12,1,4,2,0.8,138,121.0,,4.8,8014,281,17.9%,56.0,12.0,16.0,12.0,10,1.96,0.42,0.42,0.56,23.4%,4221,3502,479,240,148,10.9%,0.11,100%,,0.0,0.0,0.0,0.0,-1257.0,-2.0,-726.0,0.0,0,0.0,0,9346.0,0,19136.0,0,7.0,110,24165.0,80,13,29,0,0,NS
Quad,Ahri,MID,14,0,3,3,1,224,0.0,,7.8,9110,319,20.3%,30.0,7.0,6.0,4.0,3,1.05,0.25,0.14,0.21,12.6%,9878,1064,6436,2378,346,25.4%,0.11,100%,,0.0,0.0,0.0,0.0,-1423.0,-23.0,-1145.0,0.0,0,0.0,0,1866.0,220,8451.0,0,9.0,62,14212.0,78,6,28,0,0,NS
Peter,Morgana,SUPPORT,12,0,1,2,2,12,0.0,,0.4,5841,204,13%,90.0,55.0,11.0,15.0,15,3.15,1.93,0.53,0.39,37.7%,4819,485,4334,0,169,12.4%,0.07,66.7%,,0.0,0.0,0.0,0.0,-185.0,-20.0,-510.0,-1.0,0,58.0,58,1974.0,440,3670.0,1584,33.0,38,7066.0,21,17,28,0,0,NS
Doran,Jax,TOP,17,2,0,4,Perfect KDA,257,15.0,,9.0,13033,456,22%,32.0,12.0,2.0,5.0,4,1.12,0.42,0.18,0.07,11.2%,14854,7503,7351,0,520,26.8%,0.21,54.5%,,0.0,0.0,0.0,0.0,1638.0,12.0,973.0,1.0,0,12514.0,12514,5959.0,0,18069.0,0,15.0,156,18952.0,0,6,19,0,0,GEN
Peanut,Vi,JUNGLE,16,3,1,6,9,197,167.0,,6.9,12246,429,20.6%,56.0,9.0,18.0,9.0,9,1.96,0.32,0.32,0.63,19.6%,6698,6272,0,426,234,12.1%,0.32,81.8%,,0.0,0.0,0.0,0.0,1257.0,2.0,726.0,0.0,0,2050.0,2050,9477.0,0,24733.0,0,15.0,290,16841.0,16,11,23,50,0,GEN
Chovy,Azir,MID,17,5,1,3,8,292,8.0,,10.2,13996,490,23.6%,51.0,15.0,11.0,6.0,5,1.79,0.53,0.21,0.39,17.8%,24226,145,24081,0,848,43.7%,0.28,72.7%,,0.0,0.0,0.0,0.0,1423.0,23.0,1145.0,0.0,0,6117.0,6117,419.0,0,8086.0,0,10.0,169,9440.0,47,8,28,0,550,GEN
Peyz,Xayah,ADC,15,1,0,4,Perfect KDA,307,36.0,,10.7,12365,433,20.8%,44.0,12.0,13.0,5.0,5,1.54,0.42,0.18,0.46,15.4%,6831,6831,0,0,239,12.3%,0.18,45.5%,,0.0,0.0,0.0,0.0,-533.0,8.0,131.0,0.0,0,4105.0,4105,3043.0,0,5383.0,0,7.0,74,10261.0,0,6,21,0,0,GEN
Delight,Rakan,SUPPORT,12,0,1,7,7,46,4.0,,1.6,7675,269,12.9%,103.0,42.0,17.0,12.0,10,3.61,1.47,0.42,0.6,36%,2812,271,2541,0,98,5.1%,0.25,63.6%,,0.0,0.0,0.0,0.0,185.0,20.0,510.0,1.0,0,104.0,104,3571.0,1490,10482.0,1172,10.0,40,8774.0,31,15,31,0,0,GEN
Canna,Gragas,TOP,16,0,1,6,6,215,8.0,,7.7,10116,362,18%,29.0,15.0,4.0,7.0,7,1.04,0.54,0.25,0.14,11.3%,14672,2455,12217,0,525,26.8%,0.21,54.5%,,0.0,0.0,0.0,0.0,-538.0,-15.0,-97.0,0.0,0,2168.0,2168,13258.0,0,25825.0,0,35.0,218,21303.0,38,10,24,0,0,Dplus KIA
Canyon,Viego,JUNGLE,16,6,1,2,8,210,179.0,,7.5,12422,444,22.1%,60.0,10.0,24.0,22.0,8,2.15,0.36,0.79,0.86,23.3%,17276,14087,2006,1183,618,31.6%,0.29,72.7%,1.0,1.0,0.0,0.0,0.0,762.0,21.0,638.0,0.0,0,517.0,517,19374.0,0,27833.0,0,16.0,185,28567.0,0,10,30,0,400,Dplus KIA
ShowMaker,Annie,MID,16,1,0,6,Perfect KDA,242,0.0,,8.7,10776,385,19.2%,35.0,10.0,8.0,8.0,8,1.25,0.36,0.29,0.29,13.6%,9248,744,8504,0,331,16.9%,0.25,63.6%,,0.0,0.0,0.0,0.0,780.0,31.0,352.0,0.0,0,2930.0,2930,1310.0,0,4583.0,2203,16.0,328,5474.0,0,12,24,0,0,Dplus KIA
Kellin,Lulu,SUPPORT,12,0,0,9,Perfect KDA,31,0.0,,1.1,7972,285,14.2%,90.0,55.0,8.0,12.0,12,3.22,1.97,0.43,0.29,35%,3674,708,2966,0,131,6.7%,0.32,81.8%,,0.0,0.0,0.0,0.0,764.0,6.0,65.0,0.0,0,799.0,799,1819.0,356,3761.0,2231,12.0,118,5808.0,0,16,33,0,0,Dplus KIA
Morgan,Renekton,TOP,15,1,3,0,0.3,272,8.0,,9.7,11011,394,25%,38.0,11.0,8.0,7.0,7,1.36,0.39,0.25,0.29,16.3%,16493,13929,2564,0,590,43.6%,0.04,33.3%,,0.0,0.0,0.0,0.0,538.0,15.0,97.0,0.0,0,3571.0,3571,9839.0,0,19652.0,0,16.0,46,26843.0,122,8,26,400,0,BRION
UmTi,Sejuani,JUNGLE,12,0,2,1,0.5,135,123.0,,4.8,7435,266,16.9%,30.0,8.0,8.0,7.0,6,1.07,0.29,0.25,0.29,12.9%,5012,2585,2107,320,179,13.2%,0.04,33.3%,,0.0,0.0,0.0,0.0,-762.0,-21.0,-638.0,0.0,0,0.0,0,9613.0,1153,25162.0,0,10.0,311,19215.0,71,8,24,0,0,BRION
Hena,Zeri,ADC,14,2,1,1,3,277,13.0,,9.9,11225,401,25.5%,62.0,15.0,23.0,6.0,6,2.22,0.54,0.21,0.82,26.6%,5683,3751,1932,0,203,15%,0.11,100%,1.0,0.0,0.0,0.0,0.0,-1064.0,-15.0,87.0,0.0,0,0.0,0,832.0,0,3101.0,0,3.0,122,4399.0,8,9,28,0,0,BRION
Effort,Blitzcrank,SUPPORT,9,0,3,2,0.7,23,0.0,,0.8,5710,204,12.9%,69.0,42.0,5.0,12.0,11,2.47,1.5,0.43,0.18,29.6%,2858,443,1809,606,102,7.6%,0.07,66.7%,,0.0,0.0,0.0,0.0,-764.0,-6.0,-65.0,0.0,0,0.0,0,174.0,0,6462.0,0,14.0,117,8926.0,50,14,26,0,0,BRION
Morgan,Jax,TOP,17,3,1,4,7,325,36.0,,10.1,15562,483,26%,33.0,15.0,6.0,7.0,5,1.02,0.47,0.22,0.19,11.9%,17788,9487,8301,0,552,30.8%,0.22,70%,,0.0,0.0,0.0,0.0,2136.0,18.0,186.0,0.0,0,10999.0,10999,7411.0,0,22228.0,0,4.0,76,20463.0,27,8,26,250,150,BRION
UmTi,Sejuani,JUNGLE,14,0,1,7,7,195,160.0,,6.0,10180,316,17%,60.0,12.0,23.0,10.0,10,1.86,0.37,0.31,0.71,21.6%,5272,2713,2110,449,164,9.1%,0.22,70%,,0.0,0.0,0.0,0.0,292.0,6.0,72.0,0.0,0,187.0,187,19826.0,1617,48194.0,0,9.0,315,30459.0,40,11,27,0,0,BRION
Hena,Aphelios,ADC,15,4,1,4,8,328,28.0,,10.2,14386,446,24%,48.0,18.0,17.0,8.0,7,1.49,0.56,0.25,0.53,17.3%,22123,19371,2377,375,686,38.3%,0.25,80%,,1.0,0.0,0.0,0.0,1147.0,-2.0,389.0,0.0,0,4678.0,4678,3983.0,0,17254.0,0,12.0,232,9231.0,46,9,26,100,400,BRION
Effort,Milio,SUPPORT,13,1,0,6,Perfect KDA,11,0.0,,0.3,7240,225,12.1%,96.0,56.0,10.0,15.0,15,2.98,1.74,0.47,0.31,34.5%,949,536,413,0,29,1.6%,0.22,70%,,0.0,0.0,0.0,0.0,240.0,-4.0,119.0,0.0,0,957.0,957,8036.0,3691,5332.0,5385,1.0,20,8853.0,0,17,32,0,0,BRION
Canna,Renekton,TOP,16,0,3,0,0,278,16.0,,8.6,10969,340,20.7%,25.0,9.0,5.0,6.0,5,0.78,0.28,0.19,0.16,8.3%,7910,6441,1469,0,245,15.2%,0.0,0%,,0.0,0.0,0.0,0.0,-2136.0,-18.0,-186.0,0.0,0,1139.0,1139,9280.0,0,18411.0,0,9.0,37,22835.0,41,7,24,0,0,Dplus KIA
Canyon,Kha'Zix,JUNGLE,14,2,2,2,2,166,151.0,,5.1,9925,308,18.7%,42.0,8.0,9.0,8.0,6,1.3,0.25,0.25,0.28,13.9%,9102,7318,877,907,282,17.5%,0.12,100%,1.0,0.0,0.0,0.0,0.0,-292.0,-6.0,-72.0,0.0,0,0.0,0,14940.0,0,16323.0,0,2.0,146,27820.0,89,9,25,150,50,Dplus KIA
ShowMaker,Ahri,MID,17,0,1,2,2,325,0.0,,10.1,12010,373,22.7%,61.0,24.0,18.0,4.0,4,1.89,0.74,0.12,0.56,20.2%,8649,283,5858,2508,268,16.6%,0.06,50%,,0.0,0.0,0.0,0.0,-38.0,6.0,123.0,0.0,0,523.0,523,4672.0,0,10304.0,0,12.0,51,15740.0,0,4,23,0,50,Dplus KIA
Kellin,Yuumi,SUPPORT,12,0,2,3,1.5,10,0.0,,0.3,6288,195,11.9%,92.0,56.0,5.0,11.0,9,2.85,1.74,0.34,0.16,30.5%,8338,525,7150,663,259,16%,0.09,75%,,0.0,0.0,0.0,0.0,-240.0,4.0,-119.0,0.0,0,0.0,0,3565.0,2920,2571.0,4611,17.0,188,4894.0,63,13,29,0,0,Dplus KIA
Canna,Gragas,TOP,16,1,2,2,1.5,214,3.0,,6.3,10150,297,19%,33.0,10.0,6.0,7.0,6,0.97,0.29,0.21,0.18,11.7%,20845,3733,17112,0,610,29.9%,0.09,75%,,0.0,0.0,0.0,0.0,-914.0,-27.0,8.0,0.0,0,964.0,964,19209.0,0,52697.0,0,48.0,312,37942.0,64,9,26,0,0,Dplus KIA
Canyon,Sion,JUNGLE,14,0,2,3,1.5,178,158.0,,5.2,9505,278,17.8%,48.0,15.0,8.0,13.0,13,1.41,0.44,0.38,0.23,17%,8537,4100,3747,690,250,12.2%,0.09,75%,,0.0,0.0,0.0,0.0,-81.0,-11.0,-48.0,0.0,0,0.0,0,17574.0,3687,58066.0,0,37.0,711,30314.0,11,15,31,0,0,Dplus KIA
ShowMaker,Corki,MID,18,2,1,1,3,389,19.0,,11.4,14587,427,27.3%,43.0,17.0,14.0,7.0,7,1.26,0.5,0.21,0.41,15.2%,23800,987,22597,216,697,34.1%,0.09,75%,1.0,0.0,0.0,0.0,0.0,202.0,14.0,-371.0,0.0,0,4739.0,4739,4015.0,0,9043.0,0,6.0,146,16479.0,0,11,38,100,350,Dplus KIA
Kellin,Milio,SUPPORT,12,0,1,2,2,37,0.0,,1.1,6604,193,12.4%,104.0,55.0,11.0,8.0,8,3.05,1.61,0.23,0.32,36.7%,1840,217,1623,0,54,2.6%,0.06,50%,,0.0,0.0,0.0,0.0,-96.0,0.0,-156.0,0.0,0,136.0,136,7696.0,6854,3158.0,7132,13.0,92,5924.0,0,10,24,0,0,Dplus KIA
Morgan,Renekton,TOP,17,2,1,3,5,315,12.0,,9.2,14356,420,23.5%,46.0,12.0,11.0,9.0,9,1.35,0.35,0.26,0.32,15.6%,22286,18802,3484,0,653,26.2%,0.15,62.5%,,0.0,0.0,0.0,0.0,914.0,27.0,-8.0,0.0,0,7569.0,7569,27202.0,0,47544.0,0,25.0,62,48037.0,32,11,29,0,0,BRION
UmTi,Poppy,JUNGLE,15,3,1,3,6,198,172.0,,5.8,11837,347,19.4%,66.0,15.0,15.0,13.0,13,1.93,0.44,0.38,0.44,22.4%,10444,7373,2098,973,306,12.3%,0.18,75%,,0.0,0.0,0.0,0.0,81.0,11.0,48.0,0.0,1,484.0,484,15289.0,0,44778.0,0,28.0,851,24752.0,36,15,32,350,0,BRION
Hena,Aphelios,ADC,15,3,0,1,Perfect KDA,320,28.0,,9.4,14099,413,23.1%,43.0,19.0,14.0,7.0,7,1.26,0.56,0.21,0.41,14.6%,23480,20599,2205,676,688,27.6%,0.12,50%,,0.0,0.0,0.0,0.0,1079.0,11.0,859.0,1.0,0,6630.0,6630,2587.0,0,18269.0,0,10.0,251,6322.0,0,9,26,0,0,BRION
Effort,Yuumi,SUPPORT,13,0,0,6,Perfect KDA,30,0.0,,0.9,7791,228,12.8%,88.0,51.0,5.0,11.0,11,2.58,1.49,0.32,0.15,29.9%,8462,75,8387,0,248,9.9%,0.18,75%,,0.0,0.0,0.0,0.0,96.0,0.0,156.0,0.0,0,0.0,0,5564.0,5204,274.0,6385,17.0,193,927.0,0,13,30,0,0,BRION
Zeus,Gragas,TOP,18,2,2,9,5.5,291,9.0,,7.4,14272,363,19.8%,53.0,17.0,12.0,14.0,13,1.35,0.43,0.36,0.31,13.5%,20393,3842,16426,125,519,20.1%,0.28,68.8%,,0.0,0.0,0.0,0.0,-6.0,7.0,34.0,0.0,0,5656.0,5656,23346.0,0,77574.0,0,40.0,376,42449.0,73,20,40,0,0,T1
Oner,Sion,JUNGLE,15,1,5,8,1.8,201,170.0,,5.1,12056,307,16.7%,78.0,17.0,24.0,16.0,16,1.98,0.43,0.41,0.61,19.8%,8661,4596,4061,4,220,8.6%,0.23,56.3%,,0.0,0.0,0.0,0.0,168.0,2.0,371.0,0.0,0,246.0,246,9838.0,0,82764.0,0,23.0,551,38720.0,171,17,33,0,0,T1
Faker,Azir,MID,18,7,4,9,4,344,16.0,,8.7,16951,431,23.5%,53.0,20.0,20.0,6.0,6,1.35,0.51,0.15,0.51,13.5%,32814,645,32094,75,835,32.4%,0.41,100%,,1.0,0.0,0.0,0.0,-425.0,0.0,702.0,1.0,0,4052.0,4052,2819.0,0,20062.0,0,9.0,219,23570.0,172,9,26,700,400,T1
Gumayusi,Aphelios,ADC,17,5,3,7,4,432,36.0,,11.0,19458,495,27%,98.0,22.0,53.0,13.0,13,2.49,0.56,0.33,1.35,24.9%,27824,25836,1439,549,708,27.5%,0.31,75%,,1.0,0.0,0.0,0.0,790.0,24.0,190.0,0.0,0,9559.0,9559,1521.0,0,21565.0,0,13.0,217,8885.0,118,15,36,300,300,T1
Keria,Yuumi,SUPPORT,15,1,1,13,14,6,0.0,,0.2,9246,235,12.8%,111.0,67.0,4.0,18.0,18,2.82,1.7,0.46,0.1,28.2%,11593,504,11089,0,295,11.4%,0.36,87.5%,,0.0,0.0,0.0,0.0,-8.0,-19.0,775.0,1.0,0,1018.0,1018,9344.0,8020,2360.0,9887,21.0,217,4523.0,34,18,36,0,0,T1
Burdol,Renekton,TOP,17,1,4,5,1.5,264,4.0,,6.7,12914,328,18.8%,47.0,17.0,7.0,13.0,12,1.2,0.43,0.33,0.18,11.4%,19266,15066,4200,0,490,22.4%,0.15,42.9%,,0.0,0.0,0.0,0.0,6.0,-7.0,-34.0,0.0,0,6102.0,6102,17455.0,0,41524.0,0,24.0,50,45768.0,122,16,37,50,0,LSB
Willer,Nocturne,JUNGLE,15,1,4,8,2.3,202,165.0,,5.1,11620,296,16.9%,87.0,20.0,20.0,18.0,18,2.21,0.51,0.46,0.51,21.1%,8165,7071,668,426,208,9.5%,0.23,64.3%,,0.0,0.0,0.0,0.0,-168.0,-2.0,-371.0,0.0,1,498.0,498,13213.0,0,27792.0,0,134.0,543,26921.0,86,19,40,0,0,LSB
Clozer,Ahri,MID,18,3,2,9,6,349,4.0,,8.9,16018,407,23.3%,50.0,12.0,13.0,10.0,8,1.27,0.31,0.25,0.33,12.1%,22111,987,15178,5946,562,25.7%,0.31,85.7%,,0.0,0.0,0.0,0.0,425.0,0.0,-702.0,-1.0,0,3012.0,3012,5276.0,375,14399.0,0,31.0,130,19662.0,107,11,32,150,300,LSB
Teddy,Zeri,ADC,18,8,1,3,11,419,50.0,,10.7,19653,500,28.5%,101.0,56.0,26.0,10.0,10,2.57,1.42,0.25,0.66,24.5%,30735,23000,6740,995,782,35.8%,0.28,78.6%,1.0,1.0,1.0,0.0,0.0,-790.0,-24.0,-190.0,0.0,0,4479.0,4479,6545.0,0,20257.0,0,13.0,293,20341.0,61,14,38,500,700,LSB
Kael,Nautilus,SUPPORT,14,1,5,8,1.8,33,0.0,,0.8,8668,220,12.6%,128.0,72.0,7.0,24.0,21,3.26,1.83,0.61,0.18,31%,5652,1369,3307,976,144,6.6%,0.23,64.3%,,0.0,0.0,0.0,0.0,8.0,19.0,-775.0,-1.0,0,0.0,0,189.0,0,32348.0,0,50.0,271,19438.0,169,28,39,0,0,LSB
Burdol,Jax,TOP,14,1,3,1,0.7,211,9.0,,7.9,9242,345,20.9%,29.0,14.0,2.0,9.0,6,1.08,0.52,0.34,0.07,12%,7935,3994,3941,0,296,21.9%,0.07,33.3%,,0.0,0.0,0.0,0.0,-27.0,1.0,-1066.0,-1.0,0,0.0,0,3687.0,0,12286.0,0,8.0,99,20526.0,74,10,36,50,0,LSB
Willer,Sejuani,JUNGLE,12,0,5,1,0.2,135,119.0,,5.0,7859,293,17.8%,36.0,13.0,4.0,10.0,9,1.34,0.49,0.37,0.15,14.9%,5177,2219,2571,387,193,14.3%,0.04,16.7%,,0.0,0.0,0.0,0.0,-550.0,-11.0,-339.0,0.0,0,0.0,0,8620.0,1543,29358.0,0,18.0,302,21863.0,134,11,24,0,0,LSB
Clozer,Ahri,MID,15,2,3,2,1.3,246,0.0,,9.2,10191,380,23.1%,32.0,11.0,3.0,5.0,3,1.19,0.41,0.19,0.11,13.2%,11178,906,7170,3102,417,30.9%,0.15,66.7%,,0.0,0.0,0.0,0.0,-348.0,-7.0,-610.0,-1.0,0,2408.0,2408,2205.0,0,8679.0,0,19.0,123,14886.0,57,5,23,0,100,LSB
Teddy,Zeri,ADC,13,3,4,1,1,242,5.0,,9.0,10933,408,24.8%,79.0,35.0,22.0,3.0,3,2.95,1.31,0.11,0.82,32.6%,8208,5824,2318,66,306,22.7%,0.15,66.7%,,1.0,0.0,0.0,0.0,-814.0,-37.0,-1610.0,-2.0,0,273.0,273,1293.0,0,7387.0,0,3.0,114,12034.0,120,5,25,0,100,LSB
