Player,Champion,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost,Team
Peter,Rell,SUPPORT,13,0,4,7,1.8,29,0.0,,0.8,8147,214,12.5%,123.0,71.0,9.0,19.0,17,3.24,1.87,0.5,0.24,33.9%,3679,466,2371,842,97,5.6%,0.18,100%,,0.0,0.0,0.0,0.0,-102.0,-8.0,-600.0,-1.0,0,222.0,222,1081.0,0,17804.0,0,23.0,124,13594.0,147,22,36,0,0,NS
Zeus,Ornn,TOP,16,3,2,8,5.5,219,12.0,,7.8,11358,406,18%,14.0,8.0,0.0,3.0,3,0.5,0.29,0.11,0.0,5.5%,17181,5033,12049,99,614,21.3%,0.39,40.7%,1.0,0.0,0.0,0.0,0.0,129.0,-6.0,569.0,1.0,0,1281.0,1281,4045.0,1066,24535.0,0,39.0,499,17691.0,72,4,27,0,0,T1
Oner,Nocturne,JUNGLE,16,6,1,10,16,196,167.0,,7.0,12932,462,20.6%,57.0,21.0,10.0,8.0,8,2.04,0.75,0.29,0.36,22.5%,17691,16033,945,713,632,22%,0.57,59.3%,1.0,1.0,0.0,0.0,0.0,732.0,8.0,583.0,0.0,0,2004.0,2004,18700.0,0,18734.0,0,147.0,576,29087.0,27,9,32,0,0,T1
Poby,Azir,MID,17,7,1,5,12,275,12.0,,9.8,14533,519,23.1%,30.0,17.0,5.0,10.0,8,1.07,0.61,0.36,0.18,11.9%,23120,157,22913,50,826,28.7%,0.43,44.4%,1.0,1.0,0.0,0.0,0.0,1138.0,10.0,237.0,0.0,0,8229.0,8229,828.0,0,8236.0,0,8.0,196,13408.0,38,14,33,0,50,T1
Gumayusi,Xayah,ADC,16,6,0,10,Perfect KDA,301,30.0,,10.8,14591,521,23.2%,48.0,17.0,20.0,7.0,7,1.71,0.61,0.25,0.71,19%,16225,16083,21,121,579,20.2%,0.57,59.3%,1.0,1.0,0.0,0.0,0.0,1631.0,32.0,635.0,1.0,0,8143.0,8143,2986.0,0,5642.0,0,14.0,88,9132.0,0,9,27,0,0,T1
Keria,Rakan,SUPPORT,13,5,2,13,9,40,0.0,,1.4,9514,340,15.1%,104.0,53.0,13.0,19.0,18,3.71,1.89,0.68,0.46,41.1%,6275,1055,4454,766,224,7.8%,0.64,66.7%,1.0,0.0,0.0,0.0,0.0,1095.0,5.0,1101.0,1.0,0,1404.0,1404,5239.0,1880,18915.0,1342,27.0,85,12921.0,68,21,41,0,300,T1
DnDn,Trundle,TOP,16,1,7,1,0.3,282,8.0,,10.1,12153,434,25.8%,37.0,14.0,5.0,7.0,5,1.32,0.5,0.25,0.18,17.4%,9365,6846,2519,0,334,19.4%,0.07,33.3%,,0.0,0.0,0.0,0.0,-129.0,6.0,-569.0,-1.0,0,10638.0,10638,15523.0,0,28981.0,0,10.0,112,35355.0,197,9,37,0,0,NS
Sylvie,Vi,JUNGLE,12,0,6,6,1,141,124.0,,5.0,7975,285,16.9%,29.0,9.0,7.0,10.0,8,1.04,0.32,0.36,0.25,13.6%,4434,3936,0,498,158,9.2%,0.21,100%,,0.0,0.0,0.0,0.0,-732.0,-8.0,-583.0,0.0,0,0.0,0,7171.0,0,27162.0,0,16.0,260,23272.0,163,11,27,0,0,NS
FIESTA,Veigar,MID,15,3,3,0,1,231,0.0,,8.3,10376,371,22%,24.0,15.0,4.0,7.0,7,0.86,0.54,0.25,0.14,11.3%,14194,406,13788,0,507,29.3%,0.11,50%,,0.0,0.0,0.0,0.0,-1138.0,-10.0,-237.0,0.0,0,1797.0,1797,1293.0,0,11006.0,0,25.0,76,15443.0,91,9,29,200,0,NS
Jiwoo,Kai'Sa,ADC,14,1,5,4,1,262,8.0,,9.4,10665,381,22.6%,44.0,22.0,13.0,3.0,3,1.57,0.79,0.11,0.46,20.7%,16566,7393,9173,0,592,34.2%,0.18,83.3%,,0.0,0.0,0.0,0.0,-1631.0,-32.0,-635.0,-1.0,0,134.0,134,3144.0,606,8191.0,0,0.0,3,12475.0,82,4,25,150,0,NS
Peter,Nautilus,SUPPORT,9,1,6,4,0.8,25,0.0,,0.9,5968,213,12.7%,79.0,48.0,6.0,12.0,11,2.82,1.71,0.43,0.21,37.1%,3838,1051,2151,636,137,7.9%,0.18,83.3%,,0.0,0.0,0.0,0.0,-1095.0,-5.0,-1101.0,-1.0,0,0.0,0,0.0,0,19505.0,704,37.0,179,12972.0,143,14,24,0,0,NS
Morgan,Jax,TOP,18,3,0,1,Perfect KDA,311,16.0,,9.1,14528,424,22.3%,40.0,17.0,8.0,9.0,7,1.17,0.5,0.26,0.23,12.1%,14511,7144,7367,0,424,20.6%,0.12,36.4%,,0.0,0.0,0.0,0.0,-334.0,-3.0,-133.0,0.0,0,6312.0,6312,9344.0,0,18916.0,0,9.0,137,24844.0,0,11,29,200,0,BRION
UmTi,Vi,JUNGLE,16,1,2,8,4.5,211,178.0,,6.2,11963,349,18.3%,59.0,10.0,19.0,9.0,8,1.72,0.29,0.26,0.55,17.8%,7897,7413,0,484,231,11.2%,0.26,81.8%,,0.0,0.0,0.0,0.0,-1282.0,-11.0,-226.0,0.0,0,1023.0,1023,15470.0,0,34869.0,0,21.0,349,30534.0,51,12,30,0,0,BRION
Karis,Azir,MID,18,3,1,6,9,338,20.0,,9.9,15427,450,23.7%,42.0,9.0,12.0,7.0,7,1.23,0.26,0.2,0.35,12.7%,27642,82,27560,0,807,39.2%,0.26,81.8%,,1.0,0.0,0.0,0.0,54.0,-2.0,57.0,0.0,0,6437.0,6437,3007.0,0,16945.0,0,12.0,242,19212.0,52,11,27,0,150,BRION
Hena,Tristana,ADC,17,4,0,6,Perfect KDA,340,40.0,,9.9,15272,446,23.4%,76.0,16.0,20.0,4.0,4,2.22,0.47,0.12,0.58,23%,16847,14759,1415,673,492,23.9%,0.29,90.9%,,0.0,0.0,0.0,0.0,-98.0,7.0,203.0,0.0,0,7753.0,7753,6005.0,0,9181.0,0,10.0,122,14211.0,0,7,27,50,0,BRION
Effort,Alistar,SUPPORT,13,0,1,10,10,32,0.0,,0.9,8033,235,12.3%,114.0,64.0,10.0,19.0,17,3.33,1.87,0.55,0.29,34.4%,3550,417,2360,773,104,5%,0.29,90.9%,,0.0,0.0,0.0,0.0,-171.0,-3.0,-385.0,0.0,0,0.0,0,15107.0,8810,19647.0,0,35.0,135,18956.0,12,21,34,0,0,BRION
DuDu,K'Sante,TOP,17,1,2,0,0.5,326,8.0,,9.5,12855,375,23.4%,31.0,10.0,5.0,5.0,5,0.91,0.29,0.15,0.15,10.6%,13124,11034,1438,652,383,17.1%,0.03,25%,,0.0,0.0,0.0,0.0,334.0,3.0,133.0,0.0,0,635.0,635,2722.0,0,51850.0,189,28.0,4737,25394.0,97,6,30,150,100,KDF
YoungJae,Maokai,JUNGLE,14,1,2,3,2,184,165.0,,5.4,10225,299,18.6%,69.0,14.0,18.0,15.0,12,2.01,0.41,0.44,0.53,23.5%,12926,708,11640,578,377,16.8%,0.12,100%,,0.0,0.0,0.0,0.0,1282.0,11.0,226.0,0.0,1,0.0,0,19266.0,2602,47278.0,0,44.0,651,33017.0,88,16,32,0,0,KDF
Bulldog,Xerath,MID,17,1,1,1,2,289,0.0,,8.4,11571,338,21.1%,30.0,18.0,4.0,10.0,10,0.88,0.53,0.29,0.12,10.2%,26876,107,26769,0,785,34.9%,0.06,50%,,0.0,0.0,0.0,0.0,-54.0,2.0,-57.0,0.0,0,0.0,0,145.0,0,5323.0,0,19.0,245,7084.0,35,12,31,0,50,KDF
Taeyoon,Kai'Sa,ADC,15,1,3,2,1,348,4.0,,10.2,13508,394,24.6%,56.0,27.0,13.0,8.0,7,1.64,0.79,0.23,0.38,19.1%,19499,8146,11353,0,569,25.3%,0.09,75%,,0.0,0.0,0.0,0.0,98.0,-7.0,-203.0,0.0,0,1687.0,1687,2187.0,561,10850.0,0,0.0,12,12690.0,131,10,30,0,100,KDF
Andil,Nautilus,SUPPORT,13,0,3,4,1.3,36,0.0,,1.1,6741,197,12.3%,107.0,58.0,9.0,15.0,14,3.12,1.69,0.44,0.26,36.5%,4540,751,2851,938,133,5.9%,0.12,100%,,0.0,0.0,0.0,0.0,171.0,3.0,385.0,0.0,0,0.0,0,400.0,462,17702.0,566,39.0,251,11329.0,99,18,31,0,0,KDF
DuDu,K'Sante,TOP,18,4,2,8,6,312,0.0,,9.1,14392,420,22.1%,36.0,10.0,5.0,4.0,4,1.05,0.29,0.12,0.15,12.1%,24418,18805,3044,2569,712,24.2%,0.35,66.7%,3.0,0.0,0.0,0.0,0.0,643.0,20.0,1012.0,1.0,0,4366.0,4366,5643.0,0,54643.0,0,56.0,3896,29980.0,104,5,29,0,300,KDF
YoungJae,Sejuani,JUNGLE,15,2,1,10,12,188,165.0,,5.5,11076,323,17%,54.0,16.0,9.0,16.0,14,1.57,0.47,0.47,0.26,18.1%,11423,5948,4807,668,333,11.3%,0.35,66.7%,,0.0,0.0,0.0,0.0,-151.0,9.0,276.0,0.0,0,294.0,294,17861.0,3640,46361.0,0,29.0,416,30549.0,48,18,35,50,150,KDF
Bulldog,Yone,MID,18,3,5,5,1.6,306,14.0,,8.9,13982,408,21.5%,39.0,14.0,7.0,10.0,10,1.14,0.41,0.29,0.2,13.1%,23692,14947,5318,3427,691,23.5%,0.23,44.4%,1.0,0.0,0.0,0.0,0.0,175.0,10.0,186.0,0.0,0,2830.0,2830,5037.0,0,31289.0,0,28.0,179,23832.0,222,11,34,300,250,KDF
Taeyoon,Kai'Sa,ADC,16,6,3,3,3,340,12.0,,9.9,16413,479,25.3%,52.0,15.0,18.0,5.0,5,1.52,0.44,0.15,0.52,17.4%,35154,10581,24185,388,1025,34.9%,0.26,50%,,1.0,0.0,0.0,0.0,432.0,10.0,239.0,0.0,0,5799.0,5799,4131.0,197,12035.0,0,2.0,53,16121.0,124,6,23,700,350,KDF
Andil,Rakan,SUPPORT,14,3,1,11,14,44,0.0,,1.3,9124,266,14%,117.0,60.0,16.0,15.0,15,3.41,1.75,0.44,0.47,39.3%,6150,823,4307,1020,179,6.1%,0.41,77.8%,,0.0,0.0,0.0,0.0,492.0,8.0,973.0,1.0,0,773.0,773,8519.0,3691,22223.0,2805,28.0,78,14935.0,45,17,30,0,300,KDF
Morgan,Jax,TOP,18,4,4,2,1.5,258,12.0,,7.5,13710,400,22.7%,38.0,15.0,5.0,5.0,4,1.11,0.44,0.15,0.15,12.1%,20882,11390,9219,273,609,23.4%,0.17,50%,1.0,1.0,0.0,0.0,0.0,-643.0,-20.0,-1012.0,-1.0,0,6544.0,6544,7980.0,0,29762.0,0,10.0,138,29837.0,123,7,34,550,350,BRION
UmTi,Poppy,JUNGLE,15,0,1,11,11,170,146.0,,5.0,10938,319,18.1%,67.0,13.0,21.0,11.0,11,1.95,0.38,0.32,0.61,21.4%,16008,11333,3311,1364,467,18%,0.32,91.7%,,0.0,0.0,0.0,0.0,151.0,-9.0,-276.0,0.0,0,143.0,143,15202.0,0,52101.0,0,56.0,832,28489.0,0,12,31,0,0,BRION
Karis,Azir,MID,18,5,3,4,3,310,8.0,,9.0,14887,434,24.6%,40.0,9.0,12.0,6.0,6,1.17,0.26,0.17,0.35,12.8%,32599,253,32346,0,950,36.6%,0.26,75%,,1.0,0.0,0.0,0.0,-175.0,-10.0,-186.0,0.0,0,2938.0,2938,2629.0,0,14245.0,0,11.0,175,19819.0,105,8,27,550,650,BRION
Hena,Kalista,ADC,15,2,6,4,1,297,20.0,,8.7,12915,377,21.4%,52.0,15.0,16.0,5.0,5,1.52,0.44,0.15,0.47,16.6%,14508,11759,2502,247,423,16.3%,0.17,50%,,0.0,0.0,0.0,0.0,-432.0,-10.0,-239.0,0.0,1,893.0,893,1480.0,0,15278.0,0,13.0,314,19467.0,253,6,25,0,50,BRION
Effort,Alistar,SUPPORT,13,1,4,6,1.8,25,0.0,,0.7,7944,232,13.2%,116.0,70.0,5.0,23.0,21,3.38,2.04,0.67,0.15,37.1%,5061,260,3446,1355,148,5.7%,0.2,58.3%,,0.0,0.0,0.0,0.0,-492.0,-8.0,-973.0,-1.0,0,0.0,0,14880.0,8072,39182.0,0,40.0,121,25454.0,141,25,37,250,0,BRION
Morgan,Renekton,TOP,18,2,1,12,14,292,12.0,,9.7,13634,454,22.3%,42.0,10.0,4.0,6.0,6,1.4,0.33,0.2,0.13,14.6%,24154,20689,3395,70,804,34.9%,0.47,93.3%,,0.0,0.0,0.0,0.0,1280.0,18.0,792.0,0.0,0,6680.0,6680,23698.0,0,38596.0,0,28.0,66,42239.0,41,8,24,0,50,BRION
UmTi,Lee Sin,JUNGLE,15,3,1,10,13,183,165.0,,6.1,11753,391,19.2%,48.0,21.0,8.0,11.0,11,1.6,0.7,0.37,0.27,16.7%,10721,7717,2594,410,357,15.5%,0.43,86.7%,,0.0,0.0,0.0,0.0,1035.0,-9.0,186.0,0.0,0,1042.0,1042,16151.0,0,35490.0,1535,11.0,577,23883.0,43,12,26,0,150,BRION
Karis,Tristana,MID,18,2,1,8,10,327,4.0,,10.9,13971,465,22.9%,40.0,12.0,11.0,8.0,8,1.33,0.4,0.27,0.37,13.9%,10572,9935,637,0,352,15.3%,0.33,66.7%,,0.0,0.0,0.0,0.0,614.0,8.0,-218.0,0.0,0,8114.0,8114,7219.0,0,13813.0,0,0.0,36,12760.0,38,9,28,0,100,BRION
Hena,Kai'Sa,ADC,16,8,0,5,Perfect KDA,312,24.0,,10.4,14525,483,23.8%,54.0,28.0,14.0,5.0,5,1.8,0.93,0.17,0.47,18.8%,20710,3243,17219,248,689,29.9%,0.43,86.7%,,0.0,1.0,0.0,0.0,219.0,-10.0,702.0,0.0,0,2500.0,2500,1716.0,0,3482.0,0,1.0,53,5812.0,0,5,21,0,0,BRION
Effort,Rell,SUPPORT,12,0,2,12,6,34,0.0,,1.1,7213,240,11.8%,103.0,44.0,13.0,13.0,13,3.43,1.46,0.43,0.43,35.9%,3103,516,2035,552,103,4.5%,0.4,80%,,0.0,0.0,0.0,0.0,78.0,-4.0,-906.0,-1.0,0,178.0,178,1527.0,858,17045.0,0,28.0,121,10577.0,63,16,28,0,0,BRION
DuDu,K'Sante,TOP,16,2,4,3,1.3,260,8.0,,8.7,10838,361,22.5%,19.0,9.0,3.0,3.0,3,0.63,0.3,0.1,0.1,8.7%,21189,15777,4674,738,705,33%,0.17,100%,,0.0,0.0,0.0,0.0,-1280.0,-18.0,-792.0,0.0,0,0.0,0,4958.0,0,42449.0,74,34.0,816,30212.0,122,7,23,200,0,KDF
YoungJae,Maokai,JUNGLE,13,0,3,5,1.7,151,136.0,,5.0,8252,275,17.2%,45.0,14.0,13.0,13.0,12,1.5,0.47,0.43,0.43,20.5%,7546,645,6498,403,251,11.8%,0.17,100%,,0.0,0.0,0.0,0.0,-1035.0,9.0,-186.0,0.0,1,0.0,0,13966.0,997,29185.0,0,30.0,457,22875.0,101,14,30,0,0,KDF
Bulldog,Azir,MID,17,1,2,3,2,301,4.0,,10.0,11395,379,23.7%,45.0,15.0,16.0,8.0,6,1.5,0.5,0.27,0.53,20.5%,16490,205,16285,0,549,25.7%,0.13,80%,,0.0,0.0,0.0,0.0,-614.0,-8.0,218.0,0.0,0,3258.0,3258,700.0,0,9004.0,0,8.0,155,11946.0,51,10,27,0,0,KDF
Taeyoon,Ashe,ADC,13,2,3,3,1.7,301,4.0,,10.0,11604,386,24.1%,38.0,10.0,16.0,3.0,2,1.26,0.33,0.1,0.53,17.4%,16141,15252,387,502,537,25.2%,0.17,100%,,0.0,0.0,0.0,0.0,-219.0,10.0,-702.0,0.0,0,82.0,82,3215.0,0,8107.0,0,28.0,717,13678.0,122,4,26,100,0,KDF
Andil,Alistar,SUPPORT,12,0,3,4,1.3,34,0.0,,1.1,6009,200,12.5%,72.0,46.0,6.0,13.0,12,2.4,1.53,0.43,0.2,32.9%,2779,229,1960,590,92,4.3%,0.13,80%,,0.0,0.0,0.0,0.0,-78.0,4.0,906.0,1.0,0,0.0,0,5369.0,2927,28836.0,414,18.0,32,13752.0,92,15,26,0,0,KDF
kingen,Kennen,TOP,14,0,4,0,0,210,3.0,,8.0,8675,331,19.9%,25.0,13.0,1.0,6.0,4,0.95,0.5,0.23,0.04,12.7%,15328,2573,12755,0,585,31.3%,0.0,0%,,0.0,0.0,0.0,0.0,-22.0,9.0,-356.0,0.0,0,354.0,354,1090.0,0,11103.0,0,20.0,65,14524.0,116,7,21,0,0,HLE
Grizzly,Sejuani,JUNGLE,11,0,5,3,0.6,125,116.0,,4.8,7359,281,16.9%,36.0,11.0,8.0,10.0,9,1.37,0.42,0.38,0.31,18.3%,6204,3141,2961,102,237,12.7%,0.11,42.9%,,0.0,0.0,0.0,0.0,-633.0,-16.0,-679.0,0.0,0,0.0,0,9596.0,462,26279.0,0,14.0,264,24668.0,157,11,26,0,0,HLE
Zeka,Yone,MID,14,3,2,1,2,231,12.0,,8.8,9653,368,22.2%,24.0,12.0,7.0,4.0,4,0.92,0.46,0.15,0.27,12.2%,11649,7899,2267,1483,445,23.8%,0.15,57.1%,1.0,0.0,0.0,0.0,0.0,3.0,6.0,460.0,0.0,0,456.0,456,2829.0,0,22208.0,0,12.0,193,18001.0,41,8,18,0,150,HLE
Viper,Aphelios,ADC,13,3,5,2,1,257,20.0,,9.8,11635,444,26.8%,39.0,13.0,11.0,5.0,5,1.49,0.5,0.19,0.42,19.8%,12750,12359,391,0,487,26%,0.19,71.4%,,0.0,0.0,0.0,0.0,-551.0,-2.0,-570.0,0.0,0,5550.0,5550,1617.0,0,8892.0,0,6.0,115,10241.0,114,6,24,150,50,HLE
Life,Alistar,SUPPORT,10,1,4,3,1,24,0.0,,0.9,6165,235,14.2%,73.0,36.0,3.0,13.0,11,2.79,1.37,0.5,0.11,37.1%,3090,431,1830,829,118,6.3%,0.15,57.1%,,0.0,0.0,0.0,0.0,300.0,-7.0,57.0,0.0,0,0.0,0,3349.0,1877,21995.0,0,20.0,47,14011.0,110,15,28,0,0,HLE
Kiin,Jax,TOP,15,4,0,8,Perfect KDA,195,12.0,,7.4,11562,441,21.1%,15.0,11.0,1.0,2.0,2,0.57,0.42,0.08,0.04,7.5%,12929,5611,5427,1891,493,20.4%,0.46,60%,,0.0,1.0,0.0,0.0,22.0,-9.0,356.0,0.0,0,9101.0,9101,7713.0,0,17241.0,0,14.0,117,23696.0,0,3,35,0,0,KT
Cuzz,Vi,JUNGLE,13,1,3,6,2.3,164,143.0,,6.3,9713,371,17.7%,52.0,11.0,11.0,11.0,7,1.98,0.42,0.42,0.42,26.1%,6118,5526,0,592,234,9.7%,0.27,35%,,0.0,0.0,0.0,0.0,633.0,16.0,679.0,0.0,0,2287.0,2287,7635.0,0,21487.0,0,16.0,339,18518.0,63,12,30,150,0,KT
Bdd,Azir,MID,15,7,1,11,18,226,8.0,,8.6,12821,489,23.4%,30.0,10.0,9.0,2.0,2,1.15,0.38,0.08,0.34,15.1%,21374,1020,20354,0,816,33.8%,0.69,90%,,1.0,0.0,0.0,0.0,-3.0,-6.0,-460.0,0.0,0,7811.0,7811,1277.0,0,5709.0,0,13.0,159,10290.0,21,4,22,50,0,KT
Aiming,Kai'Sa,ADC,14,8,2,6,7,248,15.0,,9.5,13665,522,24.9%,23.0,12.0,4.0,3.0,3,0.88,0.46,0.11,0.15,11.6%,19581,7926,11511,144,747,31%,0.53,70%,,1.0,1.0,0.0,0.0,551.0,2.0,570.0,0.0,0,10796.0,10796,1502.0,0,6888.0,0,1.0,41,9926.0,66,4,23,0,150,KT
Lehends,Renata Glasc,SUPPORT,12,0,1,14,14,34,0.0,,1.3,7023,268,12.8%,79.0,45.0,6.0,16.0,15,3.02,1.72,0.61,0.23,39.7%,3258,987,1475,796,124,5.2%,0.53,70%,,0.0,0.0,0.0,0.0,-300.0,7.0,-57.0,0.0,0,573.0,573,3481.0,1456,8515.0,1804,12.0,108,9789.0,14,18,30,0,0,KT
kingen,Poppy,TOP,16,0,0,4,Perfect KDA,210,9.0,,7.0,10265,340,17.4%,33.0,13.0,5.0,8.0,8,1.09,0.43,0.27,0.17,13.5%,12911,8518,4393,0,428,19.7%,0.13,28.6%,,0.0,0.0,0.0,0.0,-447.0,-13.0,193.0,0.0,0,5049.0,5049,5081.0,0,27871.0,0,31.0,581,15081.0,0,9,25,0,0,HLE
Grizzly,Sejuani,JUNGLE,15,2,0,10,Perfect KDA,169,151.0,,5.6,11075,367,18.8%,50.0,14.0,9.0,12.0,12,1.66,0.46,0.4,0.3,20.4%,10322,4886,4818,618,342,15.8%,0.4,85.7%,,0.0,0.0,0.0,0.0,571.0,-11.0,-343.0,0.0,0,1731.0,1731,20490.0,2094,43964.0,0,24.0,295,26225.0,0,13,30,0,0,HLE
Zeka,Yone,MID,18,6,0,5,Perfect KDA,308,9.0,,10.2,15470,513,26.3%,33.0,14.0,9.0,7.0,7,1.09,0.46,0.23,0.3,13.5%,18988,12052,4171,2765,629,29%,0.36,78.6%,,1.0,0.0,0.0,0.0,890.0,11.0,1047.0,1.0,0,9634.0,9634,8955.0,0,21868.0,0,18.0,159,15186.0,0,9,26,150,0,HLE
Viper,Xayah,ADC,15,5,3,5,3.3,287,30.0,,9.5,13768,456,23.4%,43.0,15.0,11.0,5.0,5,1.42,0.5,0.17,0.36,17.6%,17006,17006,0,0,563,26%,0.33,71.4%,,1.0,0.0,0.0,0.0,762.0,10.0,-60.0,0.0,0,7673.0,7673,3762.0,0,6887.0,0,16.0,61,13727.0,76,6,19,50,550,HLE
Life,Rell,SUPPORT,13,1,3,11,4,33,0.0,,1.1,8319,276,14.1%,86.0,43.0,6.0,13.0,13,2.85,1.42,0.43,0.2,35.1%,6193,327,5189,677,205,9.5%,0.4,85.7%,,0.0,0.0,0.0,0.0,31.0,-2.0,192.0,0.0,0,1060.0,1060,3671.0,334,16739.0,0,38.0,168,13164.0,62,15,28,0,0,HLE
Kiin,Jax,TOP,16,3,3,1,1.3,261,12.0,,8.6,11583,384,23.3%,28.0,13.0,4.0,2.0,2,0.93,0.43,0.07,0.13,12.8%,13917,5864,8053,0,461,29.5%,0.13,66.7%,,0.0,0.0,0.0,0.0,447.0,13.0,-193.0,0.0,0,4165.0,4165,5926.0,0,23466.0,0,21.0,187,27154.0,84,3,31,150,50,KT
Cuzz,Vi,JUNGLE,13,0,3,4,1.3,173,150.0,,5.7,8812,292,17.7%,59.0,13.0,17.0,13.0,11,1.95,0.43,0.43,0.56,26.9%,5659,4798,452,409,187,12%,0.13,66.7%,,0.0,0.0,0.0,0.0,-571.0,11.0,343.0,0.0,0,0.0,0,8505.0,468,29288.0,0,17.0,305,20615.0,87,16,32,0,0,KT
Bdd,Veigar,MID,16,1,3,3,1.3,269,4.0,,8.9,10648,353,21.4%,20.0,6.0,5.0,3.0,3,0.66,0.2,0.1,0.17,9.1%,10918,1056,9862,0,362,23.1%,0.13,66.7%,,0.0,0.0,0.0,0.0,-890.0,-11.0,-1047.0,-1.0,0,2195.0,2195,1300.0,0,10534.0,0,11.0,92,13569.0,126,5,21,0,0,KT
Aiming,Kai'Sa,ADC,15,1,1,4,5,320,21.0,,10.6,12543,416,25.2%,28.0,9.0,7.0,3.0,3,0.93,0.3,0.1,0.23,12.8%,14365,4824,9330,211,476,30.4%,0.17,83.3%,,0.0,0.0,0.0,0.0,-762.0,-10.0,60.0,0.0,0,0.0,0,2455.0,0,6616.0,0,2.0,33,10317.0,0,4,20,400,150,KT
Lehends,Alistar,SUPPORT,11,1,4,5,1.5,25,0.0,,0.8,6204,206,12.5%,84.0,51.0,3.0,16.0,16,2.78,1.69,0.53,0.1,38.4%,2328,44,1684,600,77,4.9%,0.2,100%,,0.0,0.0,0.0,0.0,-31.0,2.0,-192.0,0.0,0,0.0,0,5599.0,3044,19873.0,0,23.0,109,16369.0,67,18,27,0,0,KT
Kiin,Renekton,TOP,17,2,1,2,4,311,5.0,,10.1,12641,411,20.6%,33.0,11.0,7.0,6.0,6,1.07,0.36,0.2,0.23,11.3%,7904,6730,1174,0,257,14.8%,0.13,28.6%,,0.0,0.0,0.0,0.0,369.0,5.0,300.0,0.0,0,1906.0,1906,8531.0,0,20574.0,0,11.0,32,21279.0,0,7,27,0,250,KT
Cuzz,Maokai,JUNGLE,14,2,2,8,5,162,139.0,,5.3,10712,349,17.4%,51.0,11.0,12.0,12.0,7,1.66,0.36,0.39,0.39,17.4%,8108,1014,6755,339,264,15.2%,0.33,71.4%,,0.0,0.0,0.0,0.0,1093.0,0.0,22.0,0.0,0,0.0,0,14325.0,1312,31619.0,0,28.0,436,22334.0,14,14,34,0,150,KT
Bdd,Azir,MID,17,2,2,6,4,277,12.0,,9.0,13126,427,21.4%,32.0,13.0,6.0,6.0,6,1.04,0.42,0.2,0.2,10.9%,14357,617,13740,0,467,26.9%,0.26,57.1%,,0.0,0.0,0.0,0.0,-1085.0,-21.0,-1832.0,-1.0,0,9339.0,9339,511.0,0,7834.0,0,8.0,193,11365.0,46,8,29,0,0,KT
Aiming,Kai'Sa,ADC,18,8,1,2,10,361,40.0,,11.7,17319,564,28.2%,71.0,29.0,18.0,2.0,2,2.31,0.94,0.07,0.59,24.2%,20332,7000,12958,374,662,38.1%,0.33,71.4%,2.0,1.0,1.0,0.0,0.0,1499.0,12.0,781.0,1.0,0,6005.0,6005,3598.0,440,9352.0,0,2.0,36,9530.0,30,3,26,500,50,KT
Lehends,Leona,SUPPORT,12,0,2,9,4.5,40,0.0,,1.3,7610,248,12.4%,106.0,51.0,13.0,16.0,16,3.45,1.66,0.52,0.42,36.2%,2651,664,1435,552,86,5%,0.29,64.3%,,0.0,0.0,0.0,0.0,622.0,8.0,398.0,1.0,0,0.0,0,63.0,0,11123.0,583,16.0,52,8839.0,49,19,32,0,0,KT
kingen,Gnar,TOP,16,0,2,3,1.5,265,16.0,,8.6,10582,344,20.6%,25.0,13.0,2.0,6.0,5,0.81,0.42,0.2,0.07,10.5%,8768,7548,1220,0,285,18.3%,0.1,37.5%,,0.0,0.0,0.0,0.0,-369.0,-5.0,-300.0,0.0,0,3314.0,3314,2931.0,0,16925.0,0,17.0,372,15061.0,45,7,25,0,0,HLE
Grizzly,Viego,JUNGLE,13,0,4,6,1.5,142,123.0,,4.6,8299,270,16.2%,50.0,13.0,17.0,17.0,12,1.63,0.42,0.55,0.55,20.9%,6747,4441,1807,499,220,14.1%,0.2,75%,,0.0,0.0,0.0,0.0,-1093.0,0.0,-22.0,0.0,0,0.0,0,10229.0,0,17975.0,0,14.0,192,21688.0,82,14,30,0,0,HLE
Zeka,Akali,MID,17,6,2,1,3.5,320,0.0,,10.4,13784,449,26.8%,29.0,8.0,6.0,7.0,5,0.94,0.26,0.23,0.2,12.1%,13152,1383,11769,0,428,27.4%,0.23,87.5%,1.0,1.0,0.0,0.0,0.0,1085.0,21.0,1832.0,1.0,0,1881.0,1881,1831.0,0,13462.0,0,1.0,58,18151.0,52,8,31,300,400,HLE
