Player,Champion,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost,Version,Date,Team,Result
Lehends,Rakan,SUPPORT,12,0,6,15,2.5,43,0,1.6,7098,264,0.126,78,36,9,11,10,2.91,1.34,0.41,0.34,0.363,2235,262,1691,282,83,0.034,0.56,0.833,0,0,0,0,0,-187,6,40,0,0,270,270,705,343,11632,1109,12,70,11007,116,14,24,0,0,13.12,7/16/2023,KT,Win
Rascal,Renekton,TOP,15,2,5,2,0.8,245,8,9.1,10512,392,0.235,30,9,8,5,5,1.12,0.34,0.19,0.3,0.162,11289,8965,2324,0,420,0.255,0.15,0.444,0,0,0,0,0,960,14,350,0,0,2593,2593,7863,0,20024,0,16,41,26799,171,6,27,0,0,13.12,7/16/2023,DRX,Lose
Croco,Vi,JUNGLE,12,1,3,2,1,142,129,5.3,7959,296,0.178,35,12,6,11,8,1.3,0.45,0.41,0.22,0.189,3361,2955,0,406,125,0.076,0.11,0.333,0,0,0,0,0,-990,-27,-678,-1,0,0,0,7687,0,23895,0,10,306,18712,63,13,31,0,0,13.12,7/16/2023,DRX,Lose
FATE,Ahri,MID,16,5,1,1,6,270,0,10.1,10818,403,0.242,29,11,8,2,2,1.08,0.41,0.07,0.3,0.157,10372,1397,6632,2343,386,0.234,0.22,0.667,1,2,0,0,0,621,9,453,0,0,254,254,3817,0,8397,0,9,47,13230,0,2,14,50,50,13.12,7/16/2023,DRX,Lose
Paduck,Xayah,ADC,13,1,4,6,1.8,234,20,8.7,9700,361,0.217,24,12,5,5,5,0.89,0.45,0.19,0.19,0.13,12362,12303,59,0,460,0.279,0.26,0.778,0,0,0,0,0,-18,-8,-479,0,0,279,279,1704,0,6089,0,12,63,12651,100,6,22,0,0,13.12,7/16/2023,DRX,Lose
BeryL,Maokai,SUPPORT,10,0,5,6,1.2,40,0,1.5,5738,214,0.128,67,34,11,11,10,2.5,1.27,0.41,0.41,0.362,6868,723,5473,672,256,0.155,0.22,0.667,0,0,0,0,0,187,-6,-40,0,0,0,0,2813,1188,13772,0,42,186,14410,137,13,23,0,0,13.12,7/16/2023,DRX,Lose
Rascal,Renekton,TOP,18,4,4,8,3,293,7,8.4,16100,463,0.222,32,9,7,5,5,0.92,0.26,0.14,0.2,0.097,13462,10181,3115,166,387,0.168,0.35,0.571,0,0,0,0,0,84,7,-374,-1,0,4841,4841,12430,0,41595,0,19,89,39714,172,8,25,550,100,13.12,7/16/2023,DRX,Win
Croco,Kha'Zix,JUNGLE,17,7,3,8,5,224,187,6.4,15239,438,0.21,127,37,28,7,7,3.65,1.06,0.2,0.81,0.385,18720,16464,795,1461,538,0.234,0.43,0.714,0,1,0,0,0,-854,-19,-487,0,0,615,615,18163,0,25299,0,11,375,33601,95,8,28,700,400,13.12,7/16/2023,DRX,Win
FATE,Annie,MID,18,2,3,17,6.3,255,0,7.3,13339,384,0.184,37,15,5,13,13,1.06,0.43,0.37,0.14,0.112,19092,894,18137,61,549,0.239,0.55,0.905,0,0,0,0,0,-243,8,1206,1,0,2294,2294,2586,0,15091,3993,29,453,18680,144,16,34,0,0,13.12,7/16/2023,DRX,Win
Paduck,Draven,ADC,17,7,4,7,3.5,296,20,8.5,18478,531,0.254,36,16,10,5,5,1.04,0.46,0.14,0.29,0.109,19962,19825,0,137,574,0.25,0.4,0.667,0,0,0,0,0,884,-5,-744,-1,0,8026,8026,5221,0,28991,0,8,128,18143,179,7,24,850,300,13.12,7/16/2023,DRX,Win
BeryL,Maokai,SUPPORT,15,1,8,18,2.4,56,2,1.6,9477,273,0.13,98,53,10,17,16,2.82,1.52,0.49,0.29,0.297,8699,539,7508,652,250,0.109,0.55,0.905,0,0,0,0,0,-610,5,325,0,0,258,258,9413,4005,33050,0,55,249,30683,256,19,39,0,0,13.12,7/16/2023,DRX,Win
Kiin,Rumble,TOP,18,6,3,8,4.7,282,4,8.1,15128,435,0.224,37,17,1,9,9,1.06,0.49,0.26,0.03,0.142,23789,505,23284,0,684,0.232,0.4,0.636,0,0,0,0,0,-84,-7,374,1,0,6966,6966,2890,0,22957,0,14,326,17864,132,11,36,250,750,13.12,7/16/2023,KT,Lose
Cuzz,Viego,JUNGLE,16,1,7,14,2.1,199,180,5.7,12062,347,0.178,49,16,14,18,12,1.41,0.46,0.52,0.4,0.188,13678,11133,1706,839,393,0.134,0.43,0.682,0,0,0,0,0,854,19,487,0,0,2408,2408,16507,0,37091,0,15,157,35074,186,15,35,0,0,13.12,7/16/2023,KT,Lose
Bdd,Twisted Fate,MID,17,3,3,13,5.3,276,4,7.9,13783,396,0.204,29,11,9,6,6,0.83,0.32,0.17,0.26,0.112,20692,1533,18969,190,595,0.202,0.46,0.727,0,1,0,0,0,243,-8,-1206,-1,1,47,47,1089,31,10995,0,34,257,17379,140,6,27,0,200,13.12,7/16/2023,KT,Lose
Aiming,Kai'Sa,ADC,17,10,2,7,8.5,369,27,10.6,18402,529,0.272,45,11,20,2,2,1.29,0.32,0.06,0.58,0.173,39703,14820,24403,480,1142,0.388,0.49,0.773,0,1,1,0,0,-884,5,744,1,0,2040,2040,3185,0,10705,0,3,79,11659,42,4,24,550,1000,13.12,7/16/2023,KT,Lose
Lehends,Nautilus,SUPPORT,13,2,6,11,2.2,42,0,1.2,8272,238,0.122,100,64,13,20,18,2.88,1.84,0.58,0.37,0.385,4580,1241,2544,795,132,0.045,0.37,0.591,0,0,0,0,0,610,-5,-325,0,0,0,0,409,0,27300,0,40,248,18220,206,23,37,0,150,13.12,7/16/2023,KT,Lose
Kiin,Quinn,TOP,17,6,2,5,5.5,248,20,8.3,13922,464,0.24,28,8,5,3,3,0.93,0.27,0.1,0.17,0.114,20522,17773,2419,330,684,0.31,0.37,0.733,1,0,0,0,0,-1559,-9,-247,0,0,10154,10154,5208,0,7772,0,19,107,13055,26,5,26,850,0,13.12,7/16/2023,KT,Win
Cuzz,Viego,JUNGLE,15,1,2,8,4.5,158,139,5.3,9660,322,0.167,52,15,11,13,11,1.73,0.5,0.43,0.37,0.212,6712,5316,665,731,224,0.101,0.3,0.6,0,0,0,0,0,-301,30,878,1,0,1604,1604,13836,0,20216,0,6,106,23177,35,12,28,0,0,13.12,7/16/2023,KT,Win
Bdd,Azir,MID,16,3,1,6,9,255,8,8.5,11904,397,0.205,27,13,6,2,2,0.9,0.43,0.07,0.2,0.11,14529,102,14427,0,484,0.219,0.3,0.6,0,1,0,0,0,101,11,-258,0,0,4058,4058,782,0,8317,0,8,179,10266,42,5,22,0,0,13.12,7/16/2023,KT,Win
Aiming,Kai'Sa,ADC,17,5,2,6,5.5,341,23,11.4,14998,500,0.259,36,12,8,3,3,1.2,0.4,0.1,0.27,0.147,19245,6422,12694,129,641,0.291,0.37,0.733,0,1,0,0,0,-1526,2,1039,1,0,6475,6475,1371,0,8294,0,1,35,10911,56,3,21,150,50,13.12,7/16/2023,KT,Win
Lehends,Nautilus,SUPPORT,12,0,3,11,3.7,45,0,1.5,7483,249,0.129,102,56,12,18,17,3.4,1.87,0.6,0.4,0.416,5225,1041,3358,826,174,0.079,0.37,0.733,0,0,0,0,0,-204,4,-190,0,0,161,161,1019,0,18096,0,43,335,11137,45,20,32,0,0,13.12,7/16/2023,KT,Win
Rascal,Renekton,TOP,16,2,3,3,1.7,248,20,8.3,11945,398,0.224,39,15,5,10,9,1.3,0.5,0.33,0.17,0.156,8937,7320,1617,0,298,0.206,0.17,0.556,0,0,0,0,0,1559,9,247,0,0,3221,3221,8046,0,32470,0,9,176,29777,73,11,30,0,150,13.12,7/16/2023,DRX,Lose
Croco,Poppy,JUNGLE,13,1,2,7,4,116,103,3.9,9340,311,0.175,37,10,8,11,9,1.23,0.33,0.37,0.27,0.148,6961,5610,1205,146,232,0.16,0.27,0.889,0,0,0,0,0,301,-30,-878,-1,0,612,612,7912,0,29381,0,21,480,19125,44,12,29,50,0,13.12,7/16/2023,DRX,Lose
FATE,Taliyah,MID,16,1,3,1,0.7,267,16,8.9,11003,367,0.206,34,11,3,6,5,1.13,0.37,0.2,0.1,0.136,9387,413,8974,0,313,0.216,0.07,0.222,0,0,0,0,0,-101,-11,258,0,0,2754,2754,834,0,10351,0,17,434,14109,97,8,28,0,150,13.12,7/16/2023,DRX,Lose
Paduck,Xayah,ADC,14,5,2,1,3,294,50,9.8,14005,467,0.262,38,15,9,5,5,1.27,0.5,0.17,0.3,0.152,12342,12309,0,33,411,0.285,0.2,0.667,0,1,0,0,0,1526,-2,-1039,-1,0,6270,6270,5282,436,9919,0,5,90,14014,46,6,23,0,700,13.12,7/16/2023,DRX,Lose
BeryL,Maokai,SUPPORT,11,0,5,5,1,37,0,1.2,7086,236,0.133,102,48,11,14,13,3.4,1.6,0.47,0.37,0.408,5754,441,4901,412,192,0.133,0.17,0.556,0,0,0,0,0,204,-4,190,0,0,201,201,5210,2551,17792,0,36,196,17696,162,16,29,0,0,13.12,7/16/2023,DRX,Lose
Canna,Renekton,TOP,18,6,3,2,2.7,334,15,7.8,17835,414,0.235,63,14,14,11,9,1.46,0.33,0.26,0.33,0.152,20037,17885,2152,0,465,0.224,0.19,0.533,0,1,1,0,0,-505,-20,-1275,-1,0,4658,4658,18284,0,41853,0,20,57,40244,140,13,33,850,150,13.12,7/16/2023,Dplus KIA,Win
Canyon,Lee Sin,JUNGLE,18,1,5,10,2.2,235,195,5.5,13257,308,0.175,89,32,21,17,17,2.07,0.74,0.39,0.49,0.214,8007,6446,1349,212,186,0.09,0.26,0.733,0,0,0,0,0,-836,-3,218,0,1,1530,1530,20300,0,62623,2021,15,646,40463,215,18,36,0,0,13.12,7/16/2023,Dplus KIA,Win
ShowMaker,Neeko,MID,18,1,2,8,4.5,266,0,6.2,13122,305,0.173,57,13,18,14,11,1.32,0.3,0.33,0.42,0.137,23605,1362,22168,75,548,0.264,0.21,0.6,0,0,0,0,0,210,33,660,0,0,1349,1349,3936,0,15456,0,40,189,20042,58,17,37,0,0,13.12,7/16/2023,Dplus KIA,Win
Deft,Aphelios,ADC,18,5,3,6,3.7,479,50,11.1,21081,489,0.278,69,19,27,6,6,1.6,0.44,0.14,0.63,0.166,35469,32338,2838,293,824,0.397,0.26,0.733,0,2,0,0,0,1090,3,-632,-1,0,8698,8698,3735,0,22578,0,14,243,11390,128,8,28,500,450,13.12,7/16/2023,Dplus KIA,Win
Zeus,Rumble,TOP,18,3,3,6,3,328,24,7.6,16058,373,0.207,45,19,2,13,11,1.04,0.44,0.3,0.05,0.105,26607,1262,23800,1545,618,0.291,0.21,0.563,1,0,0,0,0,505,20,1275,1,0,0,0,2901,0,24964,0,12,255,18742,78,17,39,150,250,13.12,7/16/2023,T1,Lose
Oner,Viego,JUNGLE,18,6,1,6,12,244,215,5.7,16210,376,0.209,75,16,19,18,14,1.74,0.37,0.42,0.44,0.174,23165,20888,777,1500,538,0.253,0.28,0.75,0,2,0,0,0,836,3,-218,0,1,1522,1522,24331,56,50452,268,12,340,36710,0,16,41,250,600,13.12,7/16/2023,T1,Lose
Gumayusi,Kai'Sa,ADC,18,3,3,7,3.3,467,51,10.8,19906,462,0.257,72,41,17,5,5,1.67,0.95,0.12,0.39,0.167,20510,14871,5639,0,476,0.224,0.23,0.625,0,0,0,0,0,-1090,-3,632,1,0,2933,2933,6396,0,13305,0,0,137,20154,90,9,29,250,1000,13.12,7/16/2023,T1,Lose
Keria,Rakan,SUPPORT,14,1,3,7,2.7,55,0,1.3,10172,236,0.131,182,97,27,33,31,4.23,2.25,0.77,0.63,0.423,3377,648,2223,506,78,0.037,0.19,0.5,0,0,0,0,0,675,10,-293,-1,0,488,488,10286,3939,30069,2093,21,68,24810,79,39,54,0,0,13.12,7/16/2023,T1,Lose
Zeus,Ornn,TOP,18,2,3,11,4.3,288,0,7.0,14057,341,0.182,36,12,1,9,7,0.87,0.29,0.22,0.02,0.116,24985,7090,17895,0,607,0.187,0.32,0.867,0,0,0,0,0,-1029,-20,-299,0,0,1017,1017,12333,7032,74145,0,60,804,41690,104,12,35,0,0,13.12,7/16/2023,T1,Lose
Oner,Lee Sin,JUNGLE,18,5,9,8,1.4,190,156,4.6,13309,323,0.173,59,19,12,7,5,1.43,0.46,0.17,0.29,0.19,20300,16066,3749,485,493,0.152,0.32,0.867,0,1,0,0,0,-844,-17,-834,-1,0,0,0,20699,0,52963,1471,25,635,50729,239,9,29,350,50,13.12,7/16/2023,T1,Lose
Gumayusi,Xayah,ADC,18,5,5,10,3,482,28,11.7,22085,536,0.287,47,15,13,6,6,1.14,0.36,0.15,0.32,0.151,45267,45047,130,90,1100,0.338,0.36,1.0,0,0,1,0,0,484,4,360,0,0,3942,3942,11565,0,16074,0,29,101,29784,163,8,35,1800,700,13.12,7/16/2023,T1,Lose
Keria,Rakan,SUPPORT,16,2,5,13,3,44,0,1.1,9358,227,0.121,139,92,21,23,22,3.38,2.23,0.56,0.51,0.447,8068,1186,5256,1626,196,0.06,0.36,1.0,0,0,0,0,0,429,6,410,1,0,0,0,13348,6867,42500,4737,47,175,34663,187,25,42,0,0,13.12,7/16/2023,T1,Lose
Canna,Renekton,TOP,18,6,4,16,5.5,345,19,8.4,20246,492,0.233,44,11,8,7,7,1.07,0.27,0.17,0.19,0.117,33254,25272,6371,1611,808,0.207,0.53,0.846,0,0,1,0,0,1029,20,299,0,0,8701,8701,36497,0,80701,0,28,103,69099,202,11,30,0,550,13.12,7/16/2023,Dplus KIA,Win
Canyon,Sejuani,JUNGLE,18,3,0,18,Perfect KDA,238,178,5.8,15840,385,0.182,77,23,18,16,16,1.87,0.56,0.39,0.44,0.205,22168,8860,8325,4983,538,0.138,0.51,0.808,1,0,0,0,0,844,17,834,1,0,1632,1632,32610,4688,100154,0,35,511,44521,0,19,35,0,0,13.12,7/16/2023,Dplus KIA,Win
ShowMaker,Yone,MID,18,7,3,8,5,341,29,8.3,19403,471,0.223,40,14,5,10,9,0.97,0.34,0.24,0.12,0.106,30898,19628,5521,5749,751,0.192,0.36,0.577,0,1,1,0,0,769,22,134,0,0,3538,3538,8173,0,50094,0,31,250,26009,170,12,32,700,750,13.12,7/16/2023,Dplus KIA,Win
Deft,Kai'Sa,ADC,18,10,3,12,7.3,394,38,9.6,21037,511,0.242,77,18,16,5,4,1.87,0.44,0.12,0.39,0.205,69143,11186,49605,8352,1680,0.43,0.53,0.846,0,1,1,0,0,-484,-4,-360,0,0,6644,6644,9246,677,15894,0,5,100,21750,140,7,33,450,850,13.12,7/16/2023,Dplus KIA,Win
kingen,Jax,TOP,16,2,3,0,0.7,237,16,7.9,10660,354,0.214,25,13,4,8,5,0.83,0.43,0.27,0.13,0.107,11350,5350,6000,0,377,0.247,0.07,0.4,0,0,0,0,0,46,-10,-340,-1,0,1171,1171,4636,0,21043,0,13,101,26386,97,9,24,250,0,13.12,7/15/2023,HLE,Lose
Grizzly,Sejuani,JUNGLE,13,0,5,4,0.8,156,136,5.2,8781,292,0.176,43,13,16,15,12,1.43,0.43,0.5,0.53,0.184,5635,2769,2524,342,187,0.122,0.13,0.8,0,0,0,0,0,436,-7,-110,0,0,0,0,9583,776,33759,0,16,284,23820,111,16,31,0,0,13.12,7/15/2023,HLE,Lose
Zeka,Tristana,MID,16,2,4,1,0.8,312,16,10.4,12176,404,0.244,29,8,13,5,3,0.96,0.27,0.17,0.43,0.124,8368,7349,1019,0,278,0.182,0.1,0.6,0,0,0,0,0,561,8,-15,0,0,534,534,3155,0,12664,0,2,28,13963,126,6,21,200,100,13.12,7/15/2023,HLE,Lose
Viper,Ezreal,ADC,15,1,4,0,0.3,328,16,10.9,12005,399,0.24,47,13,20,6,6,1.56,0.43,0.2,0.66,0.201,16803,10506,6259,38,558,0.365,0.03,0.2,0,0,0,0,0,356,14,-290,0,0,984,984,3603,53,6131,0,2,83,13280,80,7,23,0,100,13.12,7/15/2023,HLE,Lose
Life,Rell,SUPPORT,11,0,3,3,1,38,0,1.3,6307,209,0.126,90,64,15,16,15,2.99,2.13,0.53,0.5,0.385,3849,448,2531,870,128,0.084,0.1,0.6,0,0,0,0,0,-127,-2,177,1,0,0,0,879,340,10053,0,31,118,9860,103,18,29,0,0,13.12,7/15/2023,HLE,Lose
Morgan,Gragas,TOP,18,3,1,8,11,268,20,8.9,13132,436,0.208,32,12,4,8,7,1.06,0.4,0.27,0.13,0.088,21856,1595,20211,50,726,0.331,0.37,0.611,0,0,0,0,0,-46,10,340,1,0,4770,4770,8549,0,19260,0,45,461,17527,27,11,33,0,0,13.12,7/15/2023,BRION,Win
UmTi,Skarner,JUNGLE,15,4,2,10,7,170,152,5.6,12040,400,0.191,57,16,14,15,15,1.89,0.53,0.5,0.46,0.157,5925,3270,2094,561,197,0.09,0.46,0.778,0,0,0,0,0,-436,7,110,0,0,1843,1843,9412,0,40704,0,23,580,18112,26,16,34,0,0,13.12,7/15/2023,BRION,Win
Karis,Azir,MID,18,3,1,10,13,296,4,9.8,13906,462,0.221,35,14,6,10,10,1.16,0.46,0.33,0.2,0.096,17546,246,17300,0,583,0.266,0.43,0.722,0,0,0,0,0,-561,-8,15,0,0,6104,6104,737,0,7232,0,6,116,9745,44,12,28,100,250,13.12,7/15/2023,BRION,Win
Hena,Kai'Sa,ADC,16,8,1,6,14,310,28,10.3,15127,502,0.24,51,18,14,7,7,1.69,0.6,0.23,0.46,0.14,16322,10966,5185,171,542,0.248,0.46,0.778,0,1,0,0,0,-356,-14,290,0,0,5684,5684,2683,0,7926,0,2,96,10319,39,8,30,100,200,13.12,7/15/2023,BRION,Win
Effort,Rakan,SUPPORT,13,0,0,15,Perfect KDA,53,0,1.8,8800,292,0.14,188,103,31,21,21,6.24,3.42,0.7,1.03,0.518,4295,760,2703,832,143,0.065,0.5,0.833,0,0,0,0,0,127,2,-177,-1,0,958,958,6251,3049,12931,1406,21,73,10977,0,24,37,0,0,13.12,7/15/2023,BRION,Win
kingen,Renekton,TOP,18,1,0,6,Perfect KDA,334,8,10.3,14527,446,0.225,40,13,7,8,7,1.23,0.4,0.25,0.21,0.123,13814,11440,2374,0,424,0.271,0.21,0.778,0,0,0,0,0,-161,1,-29,0,0,3502,3502,12310,0,20590,0,25,56,22727,0,10,31,0,0,13.12,7/15/2023,HLE,Win
Grizzly,Lee Sin,JUNGLE,16,1,1,5,6,202,191,6.2,11107,341,0.172,51,17,9,8,7,1.57,0.52,0.25,0.28,0.157,6168,5655,378,135,189,0.121,0.18,0.667,0,0,0,0,0,315,6,-70,0,0,1519,1519,16366,0,37265,452,6,472,24010,27,8,23,0,0,13.12,7/15/2023,HLE,Win
Zeka,Akali,MID,18,4,2,1,2.5,349,4,10.7,15326,471,0.237,21,12,1,11,10,0.64,0.37,0.34,0.03,0.065,11163,1001,10077,85,343,0.219,0.15,0.556,0,2,0,0,0,-168,4,-212,0,0,7218,7218,3637,0,11074,0,1,68,15936,97,13,34,100,350,13.12,7/15/2023,HLE,Win
Viper,Kai'Sa,ADC,17,3,1,4,7,406,34,12.5,16173,497,0.25,92,39,21,7,5,2.82,1.2,0.21,0.64,0.284,17207,3383,13663,161,528,0.338,0.21,0.778,0,0,0,0,0,754,34,1488,1,0,1921,1921,1801,304,4163,0,1,65,6224,45,10,25,0,300,13.12,7/15/2023,HLE,Win
Life,Rell,SUPPORT,13,0,0,7,Perfect KDA,30,0,0.9,7510,231,0.116,120,70,11,19,19,3.68,2.15,0.58,0.34,0.37,2611,358,1833,420,80,0.051,0.21,0.778,0,0,0,0,0,43,1,199,0,0,315,315,1700,566,11553,0,15,61,5712,0,21,33,0,0,13.12,7/15/2023,HLE,Win
Morgan,K'Sante,TOP,17,1,1,1,2,322,4,9.9,12376,380,0.223,47,12,14,9,8,1.44,0.37,0.28,0.43,0.147,13497,10017,3332,148,414,0.301,0.06,0.5,0,0,0,0,0,161,-1,29,0,0,237,237,2732,0,39220,212,24,676,17736,0,10,28,200,0,13.12,7/15/2023,BRION,Lose
UmTi,Vi,JUNGLE,14,1,2,2,1.5,177,148,5.4,9356,287,0.168,58,10,16,10,9,1.78,0.31,0.31,0.49,0.182,7649,6731,0,918,235,0.171,0.09,0.75,0,0,0,0,0,-315,-6,70,0,0,0,0,8539,0,29990,0,15,350,18165,40,12,31,150,0,13.12,7/15/2023,BRION,Lose
Karis,Azir,MID,18,1,2,1,1,347,4,10.7,12997,399,0.234,44,9,9,5,5,1.35,0.28,0.15,0.28,0.138,13777,542,13235,0,423,0.308,0.06,0.5,0,0,0,0,0,168,-4,212,0,0,3148,3148,461,0,6457,0,7,165,10080,108,8,24,0,0,13.12,7/15/2023,BRION,Lose
Hena,Aphelios,ADC,16,1,1,2,3,371,35,11.4,14004,430,0.252,53,12,21,3,3,1.63,0.37,0.09,0.64,0.166,7799,7006,274,519,239,0.174,0.09,0.75,0,0,0,0,0,-754,-34,-1488,-1,0,3451,3451,1825,0,12825,0,7,256,6567,54,5,19,300,100,13.12,7/15/2023,BRION,Lose
Effort,Alistar,SUPPORT,12,0,3,4,1.3,40,1,1.2,6862,211,0.123,117,64,17,22,20,3.59,1.97,0.68,0.52,0.367,2045,147,1898,0,63,0.046,0.12,1.0,0,0,0,0,0,-43,-1,-199,0,0,0,0,3522,1991,16933,0,20,71,14362,77,25,38,0,0,13.12,7/15/2023,BRION,Lose
Morgan,Jax,TOP,18,0,2,2,1,325,28,9.8,12592,380,0.224,37,14,9,6,5,1.12,0.42,0.18,0.27,0.11,11536,7068,4468,0,348,0.193,0.06,0.333,0,0,0,0,0,-833,-5,-1071,0,0,7072,7072,4375,0,17855,0,3,125,20174,30,9,32,0,100,13.12,7/15/2023,BRION,Lose
UmTi,Sejuani,JUNGLE,14,0,4,6,1.5,174,150,5.3,9991,302,0.178,65,13,19,13,13,1.96,0.39,0.39,0.57,0.194,8432,3947,3745,740,255,0.141,0.18,1.0,0,0,0,0,0,139,0,357,0,0,0,0,11628,714,51947,0,20,391,29764,168,15,27,0,0,13.12,7/15/2023,BRION,Lose
Karis,Veigar,MID,18,3,2,2,2.5,312,1,9.4,13328,402,0.237,24,6,5,3,3,0.72,0.18,0.09,0.15,0.072,12730,852,11878,0,384,0.213,0.15,0.833,0,0,0,0,0,810,4,-77,0,0,2695,2695,3121,318,13734,0,15,90,16069,55,5,23,0,200,13.12,7/15/2023,BRION,Lose
Hena,Kai'Sa,ADC,15,3,2,1,2,327,17,9.9,13267,401,0.236,84,45,23,8,8,2.54,1.36,0.24,0.69,0.251,23807,7286,16407,114,719,0.399,0.12,0.667,0,0,0,0,0,-598,-21,-353,0,0,0,0,1352,0,6440,0,0,30,9717,72,8,29,0,300,13.12,7/15/2023,BRION,Lose
Effort,Rell,SUPPORT,11,0,4,1,0.3,40,4,1.2,7064,213,0.126,125,74,15,24,20,3.77,2.23,0.72,0.45,0.373,3152,281,2112,759,95,0.053,0.03,0.167,0,0,0,0,0,-344,-8,-829,-1,0,0,0,1224,838,25647,0,34,162,15492,94,27,40,0,0,13.12,7/15/2023,BRION,Lose
kingen,Renekton,TOP,18,3,3,3,2,283,12,8.5,13526,408,0.207,39,16,10,8,8,1.18,0.48,0.24,0.3,0.121,13371,11697,1674,0,404,0.2,0.18,0.429,2,0,0,0,0,833,5,1071,0,0,2285,2285,12418,0,32773,0,8,40,36705,136,9,28,300,0,13.12,7/15/2023,HLE,Win
Grizzly,Maokai,JUNGLE,16,1,1,11,12,185,172,5.6,11085,335,0.17,42,12,11,10,10,1.27,0.36,0.3,0.33,0.13,12942,827,11560,555,391,0.194,0.36,0.857,0,0,0,0,0,-139,0,-357,0,0,809,809,23429,2305,38230,0,43,710,31555,27,11,23,0,0,13.12,7/15/2023,HLE,Win
Zeka,Azir,MID,18,5,1,5,10,347,20,10.5,15646,472,0.24,52,19,12,8,8,1.57,0.57,0.24,0.36,0.161,18722,266,18456,0,565,0.28,0.3,0.714,0,0,1,0,0,-810,-4,77,0,0,8057,8057,636,0,5859,0,4,170,7847,10,10,27,100,0,13.12,7/15/2023,HLE,Win
Viper,Xayah,ADC,17,5,0,6,Perfect KDA,376,41,11.4,16684,504,0.256,49,19,19,8,8,1.48,0.57,0.24,0.57,0.152,18150,17849,43,258,548,0.271,0.33,0.786,0,1,0,0,0,598,21,353,0,0,9910,9910,3459,0,6180,0,11,89,9974,0,11,29,200,0,13.12,7/15/2023,HLE,Win
Life,Rakan,SUPPORT,14,0,1,11,11,54,0,1.6,8283,250,0.127,140,59,32,15,15,4.23,1.78,0.45,0.97,0.435,3684,623,2401,660,111,0.055,0.33,0.786,0,0,0,0,0,344,8,829,1,0,300,300,4635,1758,15287,3380,19,27,11640,45,18,31,0,0,13.12,7/15/2023,HLE,Win
DuDu,Jax,TOP,14,1,3,3,1.3,222,4,8.3,9660,361,0.205,17,9,3,2,1,0.64,0.34,0.07,0.11,0.09,8691,4129,4562,0,325,0.214,0.15,0.8,0,0,0,0,0,-350,4,-723,-1,0,3939,3939,1339,0,13265,0,11,91,17634,101,4,21,100,0,13.12,7/15/2023,KDF,Lose
YoungJae,Maokai,JUNGLE,13,1,4,4,1.3,153,135,5.7,9066,339,0.192,30,12,1,10,8,1.12,0.45,0.37,0.04,0.159,10863,188,8915,1760,406,0.268,0.19,1.0,0,0,0,0,0,-872,-14,-419,0,0,0,0,14583,987,18808,0,30,536,27017,84,11,25,0,0,13.12,7/15/2023,KDF,Lose
Bulldog,Tristana,MID,16,3,1,2,5,286,0,10.7,12635,472,0.268,20,12,5,5,4,0.75,0.45,0.19,0.19,0.106,12950,10069,2695,186,484,0.319,0.19,1.0,0,0,0,0,0,-1224,-16,-558,0,0,6615,6615,5975,0,9803,0,3,34,15301,14,6,27,150,0,13.12,7/15/2023,KDF,Lose
Taeyoon,Xayah,ADC,13,0,4,2,0.5,254,11,9.5,9674,362,0.205,36,11,15,4,4,1.35,0.41,0.15,0.56,0.19,5880,5765,0,115,220,0.145,0.07,0.4,0,0,0,0,0,-548,-18,-734,-1,0,0,0,2044,0,6033,0,5,55,12964,121,6,21,0,0,13.12,7/15/2023,KDF,Lose
Andil,Rakan,SUPPORT,11,0,3,4,1.3,43,0,1.6,6131,229,0.13,86,44,15,13,11,3.21,1.64,0.49,0.56,0.455,2215,285,1640,290,83,0.055,0.15,0.8,0,0,0,0,0,155,8,442,0,0,0,0,2633,988,15315,923,8,26,13025,56,15,27,0,0,13.12,7/15/2023,KDF,Lose
Willer,Lee Sin,JUNGLE,14,3,0,7,Perfect KDA,179,161,6.7,10573,395,0.191,53,13,13,5,4,1.98,0.49,0.19,0.49,0.207,7573,6274,753,546,283,0.12,0.37,0.667,0,0,0,0,0,872,14,419,0,0,2363,2363,16243,0,28141,1037,9,703,23601,0,6,19,0,0,13.12,7/15/2023,LSB,Win
Clozer,LeBlanc,MID,16,7,0,5,Perfect KDA,279,2,10.4,14466,541,0.261,28,7,7,6,5,1.05,0.26,0.22,0.26,0.109,26134,5844,20090,200,977,0.414,0.45,0.8,3,1,0,0,0,1224,16,558,0,0,9653,9653,5181,0,10099,0,7,28,14098,0,7,25,0,0,13.12,7/15/2023,LSB,Win
