Player,Champion,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost,Version,Date,Team,Result
kingen,Gragas,TOP,17,0,0,5,Perfect KDA,250,12,7.7,11166,346,0.195,46,11,7,7,7,1.42,0.34,0.22,0.22,0.166,20825,4143,16069,613,644,0.212,0.15,0.556,0,0,0,0,0,-1297,-26,-370,0,0,2889,2889,18931,0,40844,0,50,1232,30963,0,9,25,0,0,13.11,6/17/2023,HLE,Win
Zeka,Yone,MID,18,3,0,3,Perfect KDA,328,32,10.1,13305,412,0.232,45,19,7,8,8,1.39,0.59,0.25,0.22,0.162,21015,13451,4775,2789,650,0.214,0.19,0.667,0,0,0,0,0,-329,-13,-33,0,0,1278,1278,10869,0,31041,0,17,192,24783,0,10,28,50,0,13.11,6/17/2023,HLE,Win
Viper,Aphelios,ADC,15,4,1,1,5,339,16,10.5,14733,456,0.257,56,14,20,6,6,1.73,0.43,0.19,0.62,0.202,25564,20603,2457,2504,791,0.261,0.15,0.556,0,0,0,0,0,480,15,-102,0,0,12421,12421,5085,0,23720,0,23,327,14538,37,8,24,300,0,13.11,6/17/2023,HLE,Win
Life,Yuumi,SUPPORT,14,1,0,6,Perfect KDA,6,0,0.2,7581,235,0.132,63,31,5,10,9,1.95,0.96,0.31,0.15,0.227,9275,141,8512,622,287,0.095,0.22,0.778,0,0,0,0,0,-274,-2,562,0,0,737,737,5672,4732,1633,8394,21,218,3169,0,13,27,100,0,13.11,6/17/2023,HLE,Win
DuDu,Renekton,TOP,16,0,2,1,0.5,308,8,9.5,12862,398,0.243,35,12,7,7,7,1.08,0.37,0.22,0.22,0.132,22814,20034,2780,0,706,0.353,0.03,0.5,0,0,0,0,0,1297,26,370,0,0,4577,4577,21100,0,46051,0,29,61,46300,53,8,25,0,300,13.11,6/17/2023,KDF,Lose
YoungJae,Sejuani,JUNGLE,14,0,0,2,Perfect KDA,207,178,6.4,9672,299,0.183,53,20,12,18,17,1.64,0.62,0.56,0.37,0.199,6935,2723,3488,724,215,0.107,0.06,1.0,0,0,0,0,0,103,13,-21,0,0,0,0,13992,388,49867,0,17,386,28612,0,19,34,0,0,13.11,6/17/2023,KDF,Lose
Bulldog,Azir,MID,16,1,3,1,0.7,307,4,9.5,12018,372,0.227,47,20,4,12,9,1.45,0.62,0.37,0.12,0.177,18705,482,18223,0,579,0.289,0.06,1.0,0,0,0,0,0,329,13,33,0,0,1082,1082,1459,0,13394,0,11,192,17579,82,14,35,0,250,13.11,6/17/2023,KDF,Lose
Taeyoon,Varus,ADC,13,1,2,0,0.5,284,4,8.8,12053,373,0.228,40,16,12,7,6,1.24,0.5,0.22,0.37,0.15,13582,8842,4258,482,420,0.21,0.03,0.5,0,0,0,0,0,-480,-15,102,0,0,895,895,1829,0,12171,0,24,400,13622,87,9,31,0,150,13.11,6/17/2023,KDF,Lose
DuDu,Renekton,TOP,18,3,4,1,1,433,28,9.6,18207,405,0.227,49,11,8,4,4,1.09,0.24,0.09,0.18,0.099,19758,17240,2518,0,440,0.184,0.09,0.333,1,0,0,0,0,567,15,184,0,0,4909,4909,29604,0,92014,0,23,67,63338,166,6,29,50,750,13.11,6/17/2023,KDF,Lose
YoungJae,Wukong,JUNGLE,17,1,3,5,2,236,207,5.3,13569,302,0.169,115,27,29,29,25,2.56,0.6,0.65,0.65,0.233,7545,6355,867,323,168,0.07,0.13,0.5,0,0,0,0,0,734,-4,-272,0,0,246,246,16616,0,47781,0,8,130,36444,79,31,56,0,0,13.11,6/17/2023,KDF,Lose
Bulldog,Azir,MID,18,2,3,3,1.7,415,24,9.2,17441,388,0.218,79,23,13,10,8,1.76,0.51,0.22,0.29,0.16,33225,562,32663,0,739,0.309,0.11,0.417,0,0,0,0,0,34,9,204,0,0,2126,2126,6798,0,17520,0,11,202,25093,72,13,39,0,550,13.11,6/17/2023,KDF,Lose
Taeyoon,Zeri,ADC,18,6,1,5,11,494,45,11.0,21409,476,0.267,106,19,44,5,5,2.36,0.42,0.11,0.98,0.215,35835,25634,9507,694,797,0.333,0.24,0.917,0,0,0,0,0,822,9,133,1,0,1046,1046,9425,0,29967,0,11,300,32752,0,9,32,0,700,13.11,6/17/2023,KDF,Lose
kingen,Gnar,TOP,18,1,4,6,1.8,387,22,8.6,18718,416,0.222,48,14,6,7,7,1.07,0.31,0.16,0.13,0.11,34662,25692,7368,1602,771,0.273,0.16,0.583,0,0,0,0,0,-567,-15,-184,0,0,11076,11076,12107,0,54843,0,52,599,43857,202,11,34,0,50,13.11,6/17/2023,HLE,Win
Zeka,Akali,MID,18,1,3,4,1.7,367,2,8.2,17162,382,0.203,65,23,11,16,15,1.45,0.51,0.36,0.24,0.149,18173,722,16818,633,404,0.143,0.11,0.417,1,0,0,0,0,-34,-9,-204,0,0,1623,1623,6811,0,26415,0,2,147,34948,179,18,42,550,0,13.11,6/17/2023,HLE,Win
Viper,Aphelios,ADC,18,9,2,1,5,507,72,11.3,24839,553,0.294,59,20,15,10,8,1.31,0.44,0.22,0.33,0.135,62644,50548,7680,4416,1394,0.493,0.22,0.833,0,1,0,1,0,-822,-9,-133,-1,1,13679,13679,5065,0,30849,0,30,347,12432,37,14,36,1450,0,13.11,6/17/2023,HLE,Win
Life,Milio,SUPPORT,17,0,2,10,5,21,0,0.5,10158,226,0.12,163,94,16,28,26,3.63,2.09,0.62,0.36,0.374,2521,462,2038,21,56,0.02,0.22,0.833,0,0,0,0,0,-433,3,-702,-1,0,844,844,10062,5830,8268,10149,15,82,13152,37,30,48,0,0,13.11,6/17/2023,HLE,Win
Rascal,Jax,TOP,13,1,5,1,0.4,172,0,7.6,8579,377,0.237,17,8,6,3,2,0.75,0.35,0.13,0.26,0.15,6903,3612,3291,0,304,0.194,0.09,0.5,0,0,0,0,0,-1495,-27,-672,-1,0,7793,7793,1972,0,11241,0,5,69,19276,117,4,19,0,0,13.11,6/16/2023,DRX,Lose
Croco,Volibear,JUNGLE,11,0,5,3,0.6,116,104,5.1,6437,283,0.178,25,6,8,5,4,1.1,0.26,0.22,0.35,0.221,6300,3247,2634,419,277,0.177,0.13,0.75,0,0,0,0,0,-1148,-17,-628,-1,0,0,0,7512,0,24499,0,19,1888,23223,127,8,23,0,0,13.11,6/16/2023,DRX,Lose
Paduck,Aphelios,ADC,11,0,4,2,0.5,175,6,7.7,7756,341,0.214,19,9,4,3,3,0.84,0.4,0.13,0.18,0.168,13446,12634,502,310,591,0.378,0.09,0.5,0,0,0,0,0,-1392,-25,-1468,-1,0,270,270,2397,0,6833,0,12,85,11218,113,4,15,0,0,13.11,6/16/2023,DRX,Lose
BeryL,Nautilus,SUPPORT,10,0,6,1,0.2,38,0,1.7,4922,217,0.136,36,21,4,11,9,1.58,0.92,0.48,0.18,0.319,3313,824,2165,324,146,0.093,0.04,0.25,0,0,0,0,0,-464,6,-588,-1,0,0,0,0,0,15507,0,31,189,12656,164,13,23,0,0,13.11,6/16/2023,DRX,Lose
Kiin,Renekton,TOP,15,5,0,10,Perfect KDA,215,4,9.5,11158,491,0.213,25,8,4,4,4,1.1,0.35,0.18,0.18,0.144,14123,12049,1800,274,621,0.207,0.66,0.652,0,1,0,0,0,1495,27,672,1,0,3223,3223,6815,0,12349,0,11,71,15692,0,5,22,0,0,13.11,6/16/2023,KT,Win
Cuzz,Sejuani,JUNGLE,13,2,0,17,Perfect KDA,134,119,5.9,9286,408,0.178,43,9,9,5,5,1.89,0.4,0.22,0.4,0.247,11017,5775,4262,980,485,0.161,0.84,0.826,0,0,0,0,0,1148,17,628,1,0,939,939,13271,2514,24691,0,26,248,20095,0,6,19,0,0,13.11,6/16/2023,KT,Win
Bdd,Taliyah,MID,15,9,1,8,17,220,14,9.7,12783,562,0.244,20,12,1,4,4,0.88,0.53,0.18,0.04,0.115,21701,1223,19971,507,955,0.318,0.75,0.739,0,2,0,0,0,672,-2,-8,0,0,4415,4415,834,0,4677,0,22,414,8028,21,7,20,0,0,13.11,6/16/2023,KT,Win
Aiming,Jinx,ADC,13,6,2,6,6,228,20,10.0,12139,534,0.232,26,10,4,3,3,1.14,0.44,0.13,0.18,0.149,18367,15846,412,2109,808,0.269,0.53,0.522,0,0,1,0,0,1392,25,1468,1,1,10899,10899,2329,0,6257,0,14,110,11442,65,5,18,0,200,13.11,6/16/2023,KT,Win
Lehends,Renata Glasc,SUPPORT,11,1,1,15,16,29,0,1.3,6929,305,0.132,60,35,5,8,8,2.64,1.54,0.35,0.22,0.345,3134,807,2215,112,138,0.046,0.7,0.696,0,0,0,0,0,464,-6,588,1,0,1728,1728,510,149,5653,2065,14,182,5336,30,10,21,0,0,13.11,6/16/2023,KT,Win
Rascal,Ornn,TOP,13,0,4,3,0.8,163,0,6.3,7674,298,0.199,21,6,4,3,3,0.82,0.23,0.12,0.16,0.109,9580,3377,6203,0,372,0.23,0.12,0.75,0,0,0,0,0,-1486,-25,-429,-1,0,1831,1831,2509,762,23256,0,19,295,21095,139,4,22,0,0,13.11,6/16/2023,DRX,Lose
Paduck,Aphelios,ADC,12,0,2,1,0.5,227,3,8.8,9009,350,0.234,23,10,4,2,2,0.89,0.39,0.08,0.16,0.119,9143,7833,1050,260,355,0.219,0.04,0.25,0,0,0,0,0,-1041,-14,-1117,-1,0,330,330,717,0,6196,0,16,108,5654,64,3,19,0,0,13.11,6/16/2023,DRX,Lose
BeryL,Lulu,SUPPORT,11,0,1,2,2,42,0,1.6,5435,211,0.141,67,34,9,12,10,2.6,1.32,0.47,0.35,0.347,2504,269,2235,0,97,0.06,0.08,0.5,0,0,0,0,0,126,3,623,1,0,0,0,1478,526,5474,2470,17,162,8988,34,16,29,0,0,13.11,6/16/2023,DRX,Lose
Kiin,Renekton,TOP,16,5,1,6,11,222,4,8.6,12551,488,0.244,23,10,3,5,5,0.89,0.39,0.19,0.12,0.123,12450,11206,1244,0,484,0.219,0.43,0.688,0,0,0,0,0,1486,25,429,1,0,8336,8336,8622,0,17230,0,14,39,23495,14,6,26,0,0,13.11,6/16/2023,KT,Win
Cuzz,Sejuani,JUNGLE,14,2,1,14,16,153,136,5.9,9603,373,0.187,50,12,16,10,10,1.94,0.47,0.39,0.62,0.267,10031,5209,3827,995,390,0.176,0.62,1.0,0,0,0,0,0,-965,-14,-581,0,0,301,301,13898,3176,31393,0,25,303,21519,21,11,27,150,0,13.11,6/16/2023,KT,Win
Bdd,Taliyah,MID,14,4,1,8,12,184,0,7.2,9650,375,0.188,27,17,3,7,7,1.05,0.66,0.27,0.12,0.144,17172,813,16276,83,667,0.302,0.47,0.75,0,1,0,0,0,507,-4,-322,-1,0,1234,1234,551,0,3077,0,32,485,6855,14,9,20,0,0,13.11,6/16/2023,KT,Win
Aiming,Jinx,ADC,14,4,1,5,9,275,16,10.7,13215,514,0.257,23,9,8,3,3,0.89,0.35,0.12,0.31,0.123,14194,13512,606,76,552,0.249,0.35,0.563,0,0,0,0,0,1041,14,1117,1,0,13623,13623,1628,0,3742,0,13,55,6670,39,3,25,0,250,13.11,6/16/2023,KT,Win
Lehends,Nautilus,SUPPORT,12,1,0,8,Perfect KDA,30,1,1.2,6387,248,0.124,64,37,4,11,10,2.49,1.44,0.43,0.16,0.342,3071,561,2307,203,119,0.054,0.35,0.563,0,0,0,0,0,-126,-3,-623,-1,0,702,702,567,0,10827,0,23,216,5267,0,14,25,0,0,13.11,6/16/2023,KT,Win
DnDn,Poppy,TOP,14,0,4,0,0,211,0,7.5,8667,308,0.195,25,14,4,7,6,0.89,0.5,0.25,0.14,0.125,8305,5471,2834,0,295,0.309,0.0,0.0,0,0,0,0,0,620,14,493,0,0,822,822,906,0,35616,0,17,481,20277,122,9,25,0,50,13.11,6/16/2023,NS,Lose
Sylvie,Sejuani,JUNGLE,13,3,0,1,Perfect KDA,154,129,5.5,8877,315,0.199,43,13,14,14,12,1.53,0.46,0.5,0.5,0.215,4654,2620,1871,163,165,0.173,0.14,0.8,0,0,0,0,0,-122,-18,-590,-1,0,0,0,11822,1382,36850,0,12,334,21605,0,15,29,50,0,13.11,6/16/2023,NS,Lose
Peter,Milio,SUPPORT,11,0,0,2,Perfect KDA,35,0,1.2,5649,201,0.127,74,46,9,13,12,2.63,1.63,0.46,0.32,0.37,246,38,208,0,9,0.009,0.07,0.4,0,0,0,0,0,298,21,-984,-1,0,342,342,4312,2952,2760,3709,2,26,5699,0,15,27,0,0,13.11,6/16/2023,NS,Lose
Doran,Gnar,TOP,16,0,2,4,2,224,12,8.0,10152,361,0.181,27,12,4,8,7,0.96,0.43,0.28,0.14,0.103,12077,9439,2398,240,429,0.21,0.14,0.4,0,0,0,0,0,-620,-14,-493,0,0,622,622,2738,0,14665,0,22,455,15290,70,10,29,0,0,13.11,6/16/2023,GEN,Win
Peanut,Kha'Zix,JUNGLE,15,3,1,2,5,223,189,7.9,11328,402,0.202,108,36,32,2,2,3.84,1.28,0.07,1.14,0.412,5722,4612,377,733,203,0.099,0.18,0.5,0,0,0,0,0,122,18,590,1,0,662,662,14409,0,20141,0,3,289,22640,27,3,13,50,0,13.11,6/16/2023,GEN,Win
Chovy,Annie,MID,16,2,0,5,Perfect KDA,272,8,9.7,12640,449,0.225,33,8,11,3,3,1.17,0.28,0.11,0.39,0.126,11899,774,11125,0,423,0.207,0.25,0.7,0,0,0,0,0,473,15,331,1,0,5416,5416,848,0,11273,1378,18,344,8474,0,5,24,50,0,13.11,6/16/2023,GEN,Win
Peyz,Aphelios,ADC,15,5,1,3,8,334,24,11.9,14646,520,0.261,50,12,13,4,4,1.78,0.43,0.14,0.46,0.191,23554,22396,941,217,837,0.409,0.28,0.8,0,0,0,0,0,-221,29,457,1,0,17877,17877,2202,0,19180,0,4,235,6685,27,5,21,0,50,13.11,6/16/2023,GEN,Win
Delight,Yuumi,SUPPORT,13,0,1,8,8,6,0,0.2,7294,259,0.13,44,23,2,6,5,1.56,0.82,0.21,0.07,0.168,4323,73,4250,0,154,0.075,0.28,0.8,0,0,0,0,0,-298,-21,984,1,0,1547,1547,2706,2718,1379,5507,9,92,1399,27,8,25,0,0,13.11,6/16/2023,GEN,Win
DnDn,K'Sante,TOP,15,0,2,2,1,230,0,8.1,9485,332,0.211,24,17,0,9,7,0.84,0.6,0.32,0.0,0.1,7487,6576,640,271,262,0.192,0.07,0.667,0,0,0,0,0,-1638,-12,-973,-1,0,0,0,3246,0,25839,37,20,3062,19497,30,11,31,0,0,13.11,6/16/2023,NS,Lose
Sylvie,Wukong,JUNGLE,12,1,4,2,0.8,138,121,4.8,8014,281,0.179,56,12,16,12,10,1.96,0.42,0.42,0.56,0.234,4221,3502,479,240,148,0.109,0.11,1.0,0,0,0,0,0,-1257,-2,-726,0,0,0,0,9346,0,19136,0,7,110,24165,80,13,29,0,0,13.11,6/16/2023,NS,Lose
Peter,Morgana,SUPPORT,12,0,1,2,2,12,0,0.4,5841,204,0.13,90,55,11,15,15,3.15,1.93,0.53,0.39,0.377,4819,485,4334,0,169,0.124,0.07,0.667,0,0,0,0,0,-185,-20,-510,-1,0,58,58,1974,440,3670,1584,33,38,7066,21,17,28,0,0,13.11,6/16/2023,NS,Lose
Doran,Jax,TOP,17,2,0,4,Perfect KDA,257,15,9.0,13033,456,0.22,32,12,2,5,4,1.12,0.42,0.18,0.07,0.112,14854,7503,7351,0,520,0.268,0.21,0.545,0,0,0,0,0,1638,12,973,1,0,12514,12514,5959,0,18069,0,15,156,18952,0,6,19,0,0,13.11,6/16/2023,GEN,Win
Peanut,Vi,JUNGLE,16,3,1,6,9,197,167,6.9,12246,429,0.206,56,9,18,9,9,1.96,0.32,0.32,0.63,0.196,6698,6272,0,426,234,0.121,0.32,0.818,0,0,0,0,0,1257,2,726,0,0,2050,2050,9477,0,24733,0,15,290,16841,16,11,23,50,0,13.11,6/16/2023,GEN,Win
Chovy,Azir,MID,17,5,1,3,8,292,8,10.2,13996,490,0.236,51,15,11,6,5,1.79,0.53,0.21,0.39,0.178,24226,145,24081,0,848,0.437,0.28,0.727,0,0,0,0,0,1423,23,1145,0,0,6117,6117,419,0,8086,0,10,169,9440,47,8,28,0,550,13.11,6/16/2023,GEN,Win
Peyz,Xayah,ADC,15,1,0,4,Perfect KDA,307,36,10.7,12365,433,0.208,44,12,13,5,5,1.54,0.42,0.18,0.46,0.154,6831,6831,0,0,239,0.123,0.18,0.455,0,0,0,0,0,-533,8,131,0,0,4105,4105,3043,0,5383,0,7,74,10261,0,6,21,0,0,13.11,6/16/2023,GEN,Win
Delight,Rakan,SUPPORT,12,0,1,7,7,46,4,1.6,7675,269,0.129,103,42,17,12,10,3.61,1.47,0.42,0.6,0.36,2812,271,2541,0,98,0.051,0.25,0.636,0,0,0,0,0,185,20,510,1,0,104,104,3571,1490,10482,1172,10,40,8774,31,15,31,0,0,13.11,6/16/2023,GEN,Win
Canna,Gragas,TOP,16,0,1,6,6,215,8,7.7,10116,362,0.18,29,15,4,7,7,1.04,0.54,0.25,0.14,0.113,14672,2455,12217,0,525,0.268,0.21,0.545,0,0,0,0,0,-538,-15,-97,0,0,2168,2168,13258,0,25825,0,35,218,21303,38,10,24,0,0,13.11,6/15/2023,Dplus KIA,Win
Canyon,Viego,JUNGLE,16,6,1,2,8,210,179,7.5,12422,444,0.221,60,10,24,22,8,2.15,0.36,0.79,0.86,0.233,17276,14087,2006,1183,618,0.316,0.29,0.727,1,1,0,0,0,762,21,638,0,0,517,517,19374,0,27833,0,16,185,28567,0,10,30,0,400,13.11,6/15/2023,Dplus KIA,Win
ShowMaker,Annie,MID,16,1,0,6,Perfect KDA,242,0,8.7,10776,385,0.192,35,10,8,8,8,1.25,0.36,0.29,0.29,0.136,9248,744,8504,0,331,0.169,0.25,0.636,0,0,0,0,0,780,31,352,0,0,2930,2930,1310,0,4583,2203,16,328,5474,0,12,24,0,0,13.11,6/15/2023,Dplus KIA,Win
Kellin,Lulu,SUPPORT,12,0,0,9,Perfect KDA,31,0,1.1,7972,285,0.142,90,55,8,12,12,3.22,1.97,0.43,0.29,0.35,3674,708,2966,0,131,0.067,0.32,0.818,0,0,0,0,0,764,6,65,0,0,799,799,1819,356,3761,2231,12,118,5808,0,16,33,0,0,13.11,6/15/2023,Dplus KIA,Win
Morgan,Renekton,TOP,15,1,3,0,0.3,272,8,9.7,11011,394,0.25,38,11,8,7,7,1.36,0.39,0.25,0.29,0.163,16493,13929,2564,0,590,0.436,0.04,0.333,0,0,0,0,0,538,15,97,0,0,3571,3571,9839,0,19652,0,16,46,26843,122,8,26,400,0,13.11,6/15/2023,BRION,Lose
UmTi,Sejuani,JUNGLE,12,0,2,1,0.5,135,123,4.8,7435,266,0.169,30,8,8,7,6,1.07,0.29,0.25,0.29,0.129,5012,2585,2107,320,179,0.132,0.04,0.333,0,0,0,0,0,-762,-21,-638,0,0,0,0,9613,1153,25162,0,10,311,19215,71,8,24,0,0,13.11,6/15/2023,BRION,Lose
Hena,Zeri,ADC,14,2,1,1,3,277,13,9.9,11225,401,0.255,62,15,23,6,6,2.22,0.54,0.21,0.82,0.266,5683,3751,1932,0,203,0.15,0.11,1.0,1,0,0,0,0,-1064,-15,87,0,0,0,0,832,0,3101,0,3,122,4399,8,9,28,0,0,13.11,6/15/2023,BRION,Lose
Effort,Blitzcrank,SUPPORT,9,0,3,2,0.7,23,0,0.8,5710,204,0.129,69,42,5,12,11,2.47,1.5,0.43,0.18,0.296,2858,443,1809,606,102,0.076,0.07,0.667,0,0,0,0,0,-764,-6,-65,0,0,0,0,174,0,6462,0,14,117,8926,50,14,26,0,0,13.11,6/15/2023,BRION,Lose
Morgan,Jax,TOP,17,3,1,4,7,325,36,10.1,15562,483,0.26,33,15,6,7,5,1.02,0.47,0.22,0.19,0.119,17788,9487,8301,0,552,0.308,0.22,0.7,0,0,0,0,0,2136,18,186,0,0,10999,10999,7411,0,22228,0,4,76,20463,27,8,26,250,150,13.11,6/15/2023,BRION,Win
UmTi,Sejuani,JUNGLE,14,0,1,7,7,195,160,6.0,10180,316,0.17,60,12,23,10,10,1.86,0.37,0.31,0.71,0.216,5272,2713,2110,449,164,0.091,0.22,0.7,0,0,0,0,0,292,6,72,0,0,187,187,19826,1617,48194,0,9,315,30459,40,11,27,0,0,13.11,6/15/2023,BRION,Win
Hena,Aphelios,ADC,15,4,1,4,8,328,28,10.2,14386,446,0.24,48,18,17,8,7,1.49,0.56,0.25,0.53,0.173,22123,19371,2377,375,686,0.383,0.25,0.8,0,1,0,0,0,1147,-2,389,0,0,4678,4678,3983,0,17254,0,12,232,9231,46,9,26,100,400,13.11,6/15/2023,BRION,Win
Effort,Milio,SUPPORT,13,1,0,6,Perfect KDA,11,0,0.3,7240,225,0.121,96,56,10,15,15,2.98,1.74,0.47,0.31,0.345,949,536,413,0,29,0.016,0.22,0.7,0,0,0,0,0,240,-4,119,0,0,957,957,8036,3691,5332,5385,1,20,8853,0,17,32,0,0,13.11,6/15/2023,BRION,Win
Canna,Renekton,TOP,16,0,3,0,0,278,16,8.6,10969,340,0.207,25,9,5,6,5,0.78,0.28,0.19,0.16,0.083,7910,6441,1469,0,245,0.152,0.0,0.0,0,0,0,0,0,-2136,-18,-186,0,0,1139,1139,9280,0,18411,0,9,37,22835,41,7,24,0,0,13.11,6/15/2023,Dplus KIA,Lose
Canyon,Kha'Zix,JUNGLE,14,2,2,2,2,166,151,5.1,9925,308,0.187,42,8,9,8,6,1.3,0.25,0.25,0.28,0.139,9102,7318,877,907,282,0.175,0.12,1.0,1,0,0,0,0,-292,-6,-72,0,0,0,0,14940,0,16323,0,2,146,27820,89,9,25,150,50,13.11,6/15/2023,Dplus KIA,Lose
ShowMaker,Ahri,MID,17,0,1,2,2,325,0,10.1,12010,373,0.227,61,24,18,4,4,1.89,0.74,0.12,0.56,0.202,8649,283,5858,2508,268,0.166,0.06,0.5,0,0,0,0,0,-38,6,123,0,0,523,523,4672,0,10304,0,12,51,15740,0,4,23,0,50,13.11,6/15/2023,Dplus KIA,Lose
Kellin,Yuumi,SUPPORT,12,0,2,3,1.5,10,0,0.3,6288,195,0.119,92,56,5,11,9,2.85,1.74,0.34,0.16,0.305,8338,525,7150,663,259,0.16,0.09,0.75,0,0,0,0,0,-240,4,-119,0,0,0,0,3565,2920,2571,4611,17,188,4894,63,13,29,0,0,13.11,6/15/2023,Dplus KIA,Lose
Canna,Gragas,TOP,16,1,2,2,1.5,214,3,6.3,10150,297,0.19,33,10,6,7,6,0.97,0.29,0.21,0.18,0.117,20845,3733,17112,0,610,0.299,0.09,0.75,0,0,0,0,0,-914,-27,8,0,0,964,964,19209,0,52697,0,48,312,37942,64,9,26,0,0,13.11,6/15/2023,Dplus KIA,Lose
Canyon,Sion,JUNGLE,14,0,2,3,1.5,178,158,5.2,9505,278,0.178,48,15,8,13,13,1.41,0.44,0.38,0.23,0.17,8537,4100,3747,690,250,0.122,0.09,0.75,0,0,0,0,0,-81,-11,-48,0,0,0,0,17574,3687,58066,0,37,711,30314,11,15,31,0,0,13.11,6/15/2023,Dplus KIA,Lose
ShowMaker,Corki,MID,18,2,1,1,3,389,19,11.4,14587,427,0.273,43,17,14,7,7,1.26,0.5,0.21,0.41,0.152,23800,987,22597,216,697,0.341,0.09,0.75,1,0,0,0,0,202,14,-371,0,0,4739,4739,4015,0,9043,0,6,146,16479,0,11,38,100,350,13.11,6/15/2023,Dplus KIA,Lose
Kellin,Milio,SUPPORT,12,0,1,2,2,37,0,1.1,6604,193,0.124,104,55,11,8,8,3.05,1.61,0.23,0.32,0.367,1840,217,1623,0,54,0.026,0.06,0.5,0,0,0,0,0,-96,0,-156,0,0,136,136,7696,6854,3158,7132,13,92,5924,0,10,24,0,0,13.11,6/15/2023,Dplus KIA,Lose
Morgan,Renekton,TOP,17,2,1,3,5,315,12,9.2,14356,420,0.235,46,12,11,9,9,1.35,0.35,0.26,0.32,0.156,22286,18802,3484,0,653,0.262,0.15,0.625,0,0,0,0,0,914,27,-8,0,0,7569,7569,27202,0,47544,0,25,62,48037,32,11,29,0,0,13.11,6/15/2023,BRION,Win
UmTi,Poppy,JUNGLE,15,3,1,3,6,198,172,5.8,11837,347,0.194,66,15,15,13,13,1.93,0.44,0.38,0.44,0.224,10444,7373,2098,973,306,0.123,0.18,0.75,0,0,0,0,0,81,11,48,0,1,484,484,15289,0,44778,0,28,851,24752,36,15,32,350,0,13.11,6/15/2023,BRION,Win
Hena,Aphelios,ADC,15,3,0,1,Perfect KDA,320,28,9.4,14099,413,0.231,43,19,14,7,7,1.26,0.56,0.21,0.41,0.146,23480,20599,2205,676,688,0.276,0.12,0.5,0,0,0,0,0,1079,11,859,1,0,6630,6630,2587,0,18269,0,10,251,6322,0,9,26,0,0,13.11,6/15/2023,BRION,Win
Effort,Yuumi,SUPPORT,13,0,0,6,Perfect KDA,30,0,0.9,7791,228,0.128,88,51,5,11,11,2.58,1.49,0.32,0.15,0.299,8462,75,8387,0,248,0.099,0.18,0.75,0,0,0,0,0,96,0,156,0,0,0,0,5564,5204,274,6385,17,193,927,0,13,30,0,0,13.11,6/15/2023,BRION,Win
Zeus,Gragas,TOP,18,2,2,9,5.5,291,9,7.4,14272,363,0.198,53,17,12,14,13,1.35,0.43,0.36,0.31,0.135,20393,3842,16426,125,519,0.201,0.28,0.688,0,0,0,0,0,-6,7,34,0,0,5656,5656,23346,0,77574,0,40,376,42449,73,20,40,0,0,13.11,6/15/2023,T1,Win
Oner,Sion,JUNGLE,15,1,5,8,1.8,201,170,5.1,12056,307,0.167,78,17,24,16,16,1.98,0.43,0.41,0.61,0.198,8661,4596,4061,4,220,0.086,0.23,0.563,0,0,0,0,0,168,2,371,0,0,246,246,9838,0,82764,0,23,551,38720,171,17,33,0,0,13.11,6/15/2023,T1,Win
Faker,Azir,MID,18,7,4,9,4,344,16,8.7,16951,431,0.235,53,20,20,6,6,1.35,0.51,0.15,0.51,0.135,32814,645,32094,75,835,0.324,0.41,1.0,0,1,0,0,0,-425,0,702,1,0,4052,4052,2819,0,20062,0,9,219,23570,172,9,26,700,400,13.11,6/15/2023,T1,Win
Gumayusi,Aphelios,ADC,17,5,3,7,4,432,36,11.0,19458,495,0.27,98,22,53,13,13,2.49,0.56,0.33,1.35,0.249,27824,25836,1439,549,708,0.275,0.31,0.75,0,1,0,0,0,790,24,190,0,0,9559,9559,1521,0,21565,0,13,217,8885,118,15,36,300,300,13.11,6/15/2023,T1,Win
Keria,Yuumi,SUPPORT,15,1,1,13,14,6,0,0.2,9246,235,0.128,111,67,4,18,18,2.82,1.7,0.46,0.1,0.282,11593,504,11089,0,295,0.114,0.36,0.875,0,0,0,0,0,-8,-19,775,1,0,1018,1018,9344,8020,2360,9887,21,217,4523,34,18,36,0,0,13.11,6/15/2023,T1,Win
Burdol,Renekton,TOP,17,1,4,5,1.5,264,4,6.7,12914,328,0.188,47,17,7,13,12,1.2,0.43,0.33,0.18,0.114,19266,15066,4200,0,490,0.224,0.15,0.429,0,0,0,0,0,6,-7,-34,0,0,6102,6102,17455,0,41524,0,24,50,45768,122,16,37,50,0,13.11,6/15/2023,LSB,Lose
