Player,championName,teamPosition,champLevel,kills,deaths,assists,KDA 0.5,totalMinionsKilled,totalAllyJungleMinionsKilled,totalEnemyJungleMinionsKilled,CSM,goldEarned,GPM,GOLD ratio,visionScore,wardsPlaced,wardsKilled,visionWardsBoughtInGame,detectorWardsPlaced,VSPM,WPM,VWPM,WCPM,VS ratio,totalDamageDealtToChampions,physicalDamageDealtToChampions,magicDamageDealtToChampions,trueDamageDealtToChampions,DPM,DMG ratio,K+A Per Minute,KP ratio,doubleKills,tripleKills,quadraKills,pentaKills,GD@15,CSD@15,XPD@15,LVLD@15,objectivesStolen,damageDealtToTurrets,damageDealtToBuildings,totalHeal,totalHealsOnTeammates,damageSelfMitigated,totalDamageShieldedOnTeammates,timeCCingOthers,totalTimeCCDealt,trueDamageTaken,totalTimeSpentDead,consumablesPurchased,itemsPurchased,win
플라밍고,Janna,UTILITY,11,0,4,10,2.2222222222222223,30,0,0,0.0184729064039408,6580,4.051724137931035,11.92504258943782,77,38,8,18,16,0.0474137931034482,0.0233990147783251,0.0098522167487684,0.0049261083743842,46.95121951219512,1417,291,1126,0,0.8725369458128078,1.6200395577760756,0.0061576354679802,50.0,0,0,0,0,3006,21,3424,-1,0,288,288,2426,1557,4402,2052,27,128,344,108,22,34,True
플라밍고,Nami,UTILITY,11,0,5,12,2.1818181818181817,6,0,0,0.0041666666666666,6471,4.49375,12.40082787167989,51,33,1,12,11,0.0354166666666666,0.0229166666666666,0.0076388888888888,0.0006944444444444,44.73684210526316,4096,330,3765,0,2.844444444444445,4.94280059854226,0.0083333333333333,50.0,0,0,0,0,3317,5,3581,-3,0,417,417,5991,5607,3147,1401,20,124,47,101,14,27,True
플라밍고,Yuumi,UTILITY,8,0,2,9,3.6,4,0,0,0.0040941658137154,4467,4.572159672466735,12.748651502611375,25,12,3,7,5,0.0255885363357216,0.0122824974411463,0.0051177072671443,0.0030706243602865,36.76470588235294,4186,655,3530,0,4.284544524053224,10.339631962455227,0.0092118730808597,47.368421052631575,0,0,0,0,4092,4,4561,1,0,575,575,3572,2276,1694,2021,11,105,95,37,9,16,True
플라밍고,Yuumi,UTILITY,10,2,2,14,6.4,8,0,0,0.006974716652136,6079,5.299912816041848,14.344030202925907,50,26,6,11,9,0.04359197907585,0.022667829119442,0.007846556233653,0.005231037489102,46.728971962616825,6168,498,5670,0,5.377506538796862,10.746019025053137,0.013949433304272,64.0,0,0,0,0,4898,6,4770,-3,0,0,0,2014,1732,1966,1779,14,157,0,37,13,25,True
플라밍고,Soraka,UTILITY,14,1,11,14,1.3043478260869563,14,0,0,0.0075921908893709,8104,4.394793926247289,12.884557292080704,97,48,10,21,19,0.0526030368763557,0.0260303687635574,0.0103036876355748,0.0054229934924078,51.59574468085106,5476,715,4496,265,2.9696312364425164,4.890945142101785,0.0081344902386117,48.38709677419355,0,0,0,0,3847,4,4345,-1,0,270,270,16980,12459,10943,1380,28,137,675,235,23,38,False
플라밍고,Lux,UTILITY,11,1,3,13,4.0,12,0,0,0.0088823094004441,6650,4.922279792746114,12.626022897719722,66,25,9,10,7,0.0488527017024426,0.0185048112509252,0.005181347150259,0.006661732050333,55.00000000000001,7067,273,6009,784,5.230940044411547,9.62413182622906,0.0103626943005181,46.66666666666666,0,0,0,0,3990,3,4632,0,0,1391,1391,90,0,3621,991,25,103,158,79,12,22,True
플라밍고,Yuumi,UTILITY,11,0,1,16,10.666666666666666,0,0,0,0.0,6141,5.4249116607773855,14.99267578125,34,22,0,10,8,0.0300353356890459,0.019434628975265,0.0070671378091872,0.0,44.73684210526316,4721,294,4197,230,4.170494699646643,9.867073527567612,0.0141342756183745,72.72727272727273,0,0,0,0,4478,0,5460,1,0,788,788,1468,1150,1381,1686,11,110,0,10,12,22,True
플라밍고,Seraphine,UTILITY,11,1,9,8,0.9473684210526316,16,0,0,0.0086346465191581,7059,3.8094981111710737,12.120951955767712,77,41,8,18,16,0.0415542363734484,0.0221262817053426,0.0086346465191581,0.004317323259579,43.75,6806,862,5944,0,3.672962763086886,5.852408550742084,0.0048569886670264,31.03448275862069,0,0,0,0,3760,3,3607,-4,0,1220,1220,1131,929,9178,1792,34,157,432,249,20,33,False
플라밍고,Soraka,UTILITY,11,0,2,17,6.8,13,0,0,0.0097305389221556,6743,5.047155688622754,12.845277555530156,68,36,8,13,12,0.0508982035928143,0.0269461077844311,0.0089820359281437,0.0059880239520958,53.96825396825397,4717,867,3849,0,3.530688622754491,5.639511250328782,0.0127245508982035,58.620689655172406,0,0,0,0,4497,9,4041,0,0,1012,1012,8738,6187,4280,617,25,125,918,37,15,27,True
플라밍고,Lulu,UTILITY,11,1,3,9,2.857142857142857,10,0,0,0.0063897763578274,6870,4.389776357827476,12.543592178056931,61,31,9,11,11,0.0389776357827476,0.0198083067092651,0.0070287539936102,0.0057507987220447,42.65734265734265,2881,401,2409,70,1.840894568690096,4.0862929762850335,0.0063897763578274,43.47826086956522,0,0,0,0,3305,1,3271,-1,0,1433,1433,1058,446,3190,2601,18,145,7,46,13,24,True
플라밍고,Soraka,UTILITY,12,1,9,19,2.1052631578947367,11,0,0,0.0066265060240963,7921,4.771686746987951,14.030643875653176,75,42,6,15,14,0.0451807228915662,0.0253012048192771,0.008433734939759,0.0036144578313253,54.74452554744526,4844,327,4466,50,2.918072289156626,5.151218682206815,0.0120481927710843,68.96551724137932,0,0,0,0,3686,4,3609,-1,0,650,650,16747,12401,6428,981,31,197,1411,141,17,31,True
